src_ip,dst_ip,src_port,dst_port,proto,time_bucket,start_time,end_time,duration,packet_count,byte_count,pps,bps,label
192.168.0.102,192.168.0.106,80,55824,6,19,2025-11-21T04:06:09.085331+09:00,2025-11-21T04:06:09.112262+09:00,0.026931047439575195,2,203,74.26372867551369,7537.76846056464,0
192.168.0.102,192.168.0.106,81,51648,6,20,2025-11-21T04:06:11.267377+09:00,2025-11-21T04:06:14.254666+09:00,2.9872891902923584,609,744836,203.8637578106051,249335.08360036105,0
192.168.0.106,192.168.0.102,51648,81,6,20,2025-11-21T04:06:11.273077+09:00,2025-11-21T04:06:14.256651+09:00,2.9835739135742188,206,12360,69.04471146592749,4142.682687955649,0
192.168.0.106,192.168.0.102,55824,80,6,20,2025-11-21T04:06:12.847857+09:00,2025-11-21T04:06:12.884821+09:00,0.03696393966674805,3,477,81.16018008488241,12904.468633496304,0
192.168.0.102,192.168.0.106,80,55824,6,20,2025-11-21T04:06:12.853412+09:00,2025-11-21T04:06:12.882049+09:00,0.028637170791625977,2,203,69.83930132458602,7088.68908444548,0
192.168.0.102,192.168.0.106,81,51648,6,21,2025-11-21T04:06:14.272905+09:00,2025-11-21T04:06:17.054338+09:00,2.781432867050171,693,846890,249.1521575837839,304479.7557519924,0
192.168.0.106,192.168.0.102,51648,81,6,21,2025-11-21T04:06:14.277665+09:00,2025-11-21T04:06:17.056829+09:00,2.7791640758514404,232,13920,83.47833869035716,5008.700321421429,0
192.168.0.106,192.168.0.102,55824,80,6,21,2025-11-21T04:06:15.328382+09:00,2025-11-21T04:06:17.141383+09:00,1.8130009174346924,6,938,3.3094302061852825,517.3742555669658,0
192.168.0.102,192.168.0.106,80,55824,6,21,2025-11-21T04:06:15.337626+09:00,2025-11-21T04:06:17.140631+09:00,1.8030049800872803,5,460,2.773148191613957,255.12963362848404,0
192.168.0.102,192.168.0.106,81,51648,6,22,2025-11-21T04:06:17.263745+09:00,2025-11-21T04:06:20.258357+09:00,2.994611978530884,838,1019450,279.8359206494297,340428.07793086045,0
192.168.0.106,192.168.0.102,51648,81,6,22,2025-11-21T04:06:17.267295+09:00,2025-11-21T04:06:20.254578+09:00,2.987283229827881,274,16440,91.7221364429469,5503.328186576814,0
192.168.0.106,192.168.0.102,55824,80,6,22,2025-11-21T04:06:18.129974+09:00,2025-11-21T04:06:19.502794+09:00,1.3728201389312744,6,942,4.370565254579478,686.1787449689781,0
192.168.0.102,192.168.0.106,80,55824,6,22,2025-11-21T04:06:18.142035+09:00,2025-11-21T04:06:19.501073+09:00,1.3590378761291504,4,406,2.9432586613354084,298.74075412554396,0
192.168.0.106,192.168.0.102,51648,81,6,23,2025-11-21T04:06:20.259969+09:00,2025-11-21T04:06:22.167139+09:00,1.907170057296753,150,9012,78.65056365902258,4725.325864634076,0
192.168.0.102,192.168.0.106,81,51648,6,23,2025-11-21T04:06:20.267606+09:00,2025-11-21T04:06:22.119033+09:00,1.8514270782470703,476,579381,257.09897278302554,312937.5209033658,0
192.168.0.102,192.168.0.106,81,51648,6,24,2025-11-21T04:06:23.390778+09:00,2025-11-21T04:06:26.256238+09:00,2.86545991897583,386,477252,134.7078692128291,166553.36786932932,0
192.168.0.106,192.168.0.102,51648,81,6,24,2025-11-21T04:06:23.392219+09:00,2025-11-21T04:06:26.258564+09:00,2.866344928741455,144,8652,50.23819658132597,3018.4783112613354,0
192.168.0.102,192.168.0.106,81,51648,6,25,2025-11-21T04:06:26.267812+09:00,2025-11-21T04:06:29.246428+09:00,2.9786159992218018,227,279766,76.20989078797213,93924.82954267759,0
192.168.0.106,192.168.0.102,51648,81,6,25,2025-11-21T04:06:26.272143+09:00,2025-11-21T04:06:29.254564+09:00,2.9824211597442627,77,4650,25.817949872177884,1559.1359338393138,0
192.168.0.102,192.168.0.106,81,51648,6,26,2025-11-21T04:06:29.260891+09:00,2025-11-21T04:06:30.975073+09:00,1.7141821384429932,336,414462,196.01184288688935,241784.10841245815,0
192.168.0.106,192.168.0.102,51648,81,6,26,2025-11-21T04:06:29.262146+09:00,2025-11-21T04:06:30.992077+09:00,1.729931116104126,108,6492,62.43023146679985,3752.7505803931913,0
192.168.0.106,192.168.0.102,55824,80,6,26,2025-11-21T04:06:30.002907+09:00,2025-11-21T04:06:30.002907+09:00,1e-06,1,60,1000000.0,60000000.0,0
192.168.0.102,192.168.0.106,80,55824,6,26,2025-11-21T04:06:30.007621+09:00,2025-11-21T04:06:30.007621+09:00,1e-06,1,54,1000000.0,54000000.0,0
192.168.0.102,192.168.0.106,81,51648,6,27,2025-11-21T04:06:32.378981+09:00,2025-11-21T04:06:35.251635+09:00,2.8726539611816406,654,799286,227.66403779833715,278239.56898422283,0
192.168.0.106,192.168.0.102,51648,81,6,27,2025-11-21T04:06:32.381179+09:00,2025-11-21T04:06:35.254346+09:00,2.873166799545288,208,12480,72.39398702258373,4343.639221355023,0
192.168.0.106,192.168.0.102,55824,80,6,27,2025-11-21T04:06:34.130290+09:00,2025-11-21T04:06:34.163159+09:00,0.03286886215209961,3,471,91.2717935326631,14329.671584628106,0
192.168.0.102,192.168.0.106,80,55824,6,27,2025-11-21T04:06:34.150986+09:00,2025-11-21T04:06:34.158190+09:00,0.0072040557861328125,2,203,277.6213926396611,28178.571352925603,0
192.168.0.102,192.168.0.106,81,51648,6,28,2025-11-21T04:06:35.277367+09:00,2025-11-21T04:06:36.994146+09:00,1.7167789936065674,435,528415,253.38147869934184,307794.4231423281,0
192.168.0.106,192.168.0.102,51648,81,6,28,2025-11-21T04:06:35.281101+09:00,2025-11-21T04:06:37.000899+09:00,1.7197980880737305,139,8340,80.82344140508246,4849.406484304947,0
192.168.0.102,192.168.0.106,81,51648,6,29,2025-11-21T04:06:38.390655+09:00,2025-11-21T04:06:40.484076+09:00,2.09342098236084,495,601599,236.45506764805972,287376.02473132336,0
192.168.0.106,192.168.0.102,51648,81,6,29,2025-11-21T04:06:38.392718+09:00,2025-11-21T04:06:40.486439+09:00,2.0937209129333496,162,9726,77.37420923643276,4645.318265639166,0
192.168.0.102,192.168.0.106,81,51648,6,30,2025-11-21T04:06:41.895346+09:00,2025-11-21T04:06:44.235499+09:00,2.3401529788970947,155,190365,66.23498608755523,81347.24597779001,0
192.168.0.106,192.168.0.102,51648,81,6,30,2025-11-21T04:06:41.896775+09:00,2025-11-21T04:06:44.222172+09:00,2.32539701461792,59,3570,25.372011587317765,1535.2217180800749,0
192.168.0.106,192.168.0.102,55824,80,6,30,2025-11-21T04:06:44.212234+09:00,2025-11-21T04:06:44.212234+09:00,1e-06,1,60,1000000.0,60000000.0,0
192.168.0.102,192.168.0.106,80,55824,6,30,2025-11-21T04:06:44.229642+09:00,2025-11-21T04:06:44.229642+09:00,1e-06,1,54,1000000.0,54000000.0,0
192.168.0.106,192.168.0.102,51648,81,6,31,2025-11-21T04:06:44.407778+09:00,2025-11-21T04:06:47.200814+09:00,2.7930359840393066,61,3696,21.8400336940097,1323.2912218534402,0
192.168.0.102,192.168.0.106,81,51648,6,31,2025-11-21T04:06:44.425824+09:00,2025-11-21T04:06:47.207643+09:00,2.7818191051483154,161,198843,57.87579778355722,71479.4860787321,0
192.168.0.106,192.168.0.102,51648,81,6,32,2025-11-21T04:06:47.354302+09:00,2025-11-21T04:06:49.568001+09:00,2.2136991024017334,117,7050,52.85271149681629,3184.7146671158534,0
192.168.0.102,192.168.0.106,81,51648,6,32,2025-11-21T04:06:47.366717+09:00,2025-11-21T04:06:49.567234+09:00,2.200516939163208,340,417152,154.50914916805505,189570.00174633088,0
192.168.0.102,192.168.0.106,81,51648,6,33,2025-11-21T04:06:50.921756+09:00,2025-11-21T04:06:53.188062+09:00,2.266305923461914,195,243374,86.04310564662258,107387.97330072371,0
192.168.0.106,192.168.0.102,51648,81,6,33,2025-11-21T04:06:50.922608+09:00,2025-11-21T04:06:53.227947+09:00,2.3053390979766846,62,3738,26.894091222595076,1621.4534353235547,0
192.168.0.102,192.168.0.106,81,51648,6,34,2025-11-21T04:06:54.424156+09:00,2025-11-21T04:06:56.258829+09:00,1.8346731662750244,481,586964,262.172036328729,319928.37241508544,0
192.168.0.106,192.168.0.102,51648,81,6,34,2025-11-21T04:06:54.425663+09:00,2025-11-21T04:06:56.254236+09:00,1.8285729885101318,185,11100,101.17178869120922,6070.307321472553,0
192.168.0.106,192.168.0.102,55824,80,6,34,2025-11-21T04:06:54.592701+09:00,2025-11-21T04:06:54.592701+09:00,1e-06,1,60,1000000.0,60000000.0,0
192.168.0.102,192.168.0.106,80,55824,6,34,2025-11-21T04:06:54.601232+09:00,2025-11-21T04:06:54.601232+09:00,1e-06,1,54,1000000.0,54000000.0,0
192.168.0.102,192.168.0.106,81,51648,6,35,2025-11-21T04:06:56.259299+09:00,2025-11-21T04:06:59.138164+09:00,2.8788650035858154,345,424590,119.83889469297095,147485.2066599668,0
192.168.0.106,192.168.0.102,51648,81,6,35,2025-11-21T04:06:56.261189+09:00,2025-11-21T04:06:59.144198+09:00,2.8830089569091797,117,7038,40.58260024465326,2441.1994916399112,0
192.168.0.102,192.168.0.106,81,51648,6,36,2025-11-21T04:07:00.408902+09:00,2025-11-21T04:07:02.254414+09:00,1.8455121517181396,187,231770,101.3268863203671,125585.7349864785,0
192.168.0.106,192.168.0.102,51648,81,6,36,2025-11-21T04:07:00.411367+09:00,2025-11-21T04:07:02.253740+09:00,1.8423731327056885,63,3786,34.195027533580515,2054.958321303743,0
192.168.0.106,192.168.0.102,51648,81,6,37,2025-11-21T04:07:02.275782+09:00,2025-11-21T04:07:04.116041+09:00,1.8402588367462158,51,3066,27.71349278788071,1666.069978189064,0
192.168.0.102,192.168.0.106,81,51648,6,37,2025-11-21T04:07:02.283659+09:00,2025-11-21T04:07:04.114814+09:00,1.8311550617218018,151,187895,82.46161297668448,102610.09781625251,0
192.168.0.106,192.168.0.102,55824,80,6,37,2025-11-21T04:07:04.817313+09:00,2025-11-21T04:07:04.817313+09:00,1e-06,1,60,1000000.0,60000000.0,0
192.168.0.102,192.168.0.106,80,55824,6,37,2025-11-21T04:07:04.822821+09:00,2025-11-21T04:07:04.822821+09:00,1e-06,1,54,1000000.0,54000000.0,0
192.168.0.102,192.168.0.106,81,51648,6,38,2025-11-21T04:07:05.416507+09:00,2025-11-21T04:07:08.245724+09:00,2.829216957092285,400,494005,141.38187564487743,174608.3836948692,0
192.168.0.106,192.168.0.102,51648,81,6,38,2025-11-21T04:07:05.419261+09:00,2025-11-21T04:07:08.252853+09:00,2.833591938018799,134,8052,47.28980140086459,2841.6229916400125,0
192.168.0.102,192.168.0.106,81,51648,6,39,2025-11-21T04:07:08.264575+09:00,2025-11-21T04:07:11.258900+09:00,2.9943249225616455,587,714981,196.03750934879218,238778.6958632177,0
192.168.0.106,192.168.0.102,51648,81,6,39,2025-11-21T04:07:08.268951+09:00,2025-11-21T04:07:11.253157+09:00,2.984205961227417,199,11946,66.6844053612675,4003.074906762319,0
192.168.0.102,192.168.0.106,81,51648,6,40,2025-11-21T04:07:11.259360+09:00,2025-11-21T04:07:14.240180+09:00,2.9808199405670166,888,1080711,297.90460937103205,362554.9417770016,0
192.168.0.106,192.168.0.102,51648,81,6,40,2025-11-21T04:07:11.268210+09:00,2025-11-21T04:07:14.243456+09:00,2.975245952606201,311,18660,104.52917337054973,6271.750402232984,0
192.168.0.102,192.168.0.106,81,51648,6,41,2025-11-21T04:07:14.277178+09:00,2025-11-21T04:07:17.243462+09:00,2.9662840366363525,832,1016000,280.4856142311492,342516.0866091918,0
192.168.0.106,192.168.0.102,51648,81,6,41,2025-11-21T04:07:14.279695+09:00,2025-11-21T04:07:17.246367+09:00,2.966671943664551,273,16380,92.02230822420479,5521.338493452287,0
192.168.0.106,192.168.0.102,55824,80,6,41,2025-11-21T04:07:15.057611+09:00,2025-11-21T04:07:15.057611+09:00,1e-06,1,60,1000000.0,60000000.0,0
192.168.0.102,192.168.0.106,80,55824,6,41,2025-11-21T04:07:15.059511+09:00,2025-11-21T04:07:15.059511+09:00,1e-06,1,54,1000000.0,54000000.0,0
192.168.0.102,192.168.0.106,81,51648,6,42,2025-11-21T04:07:17.264557+09:00,2025-11-21T04:07:20.254721+09:00,2.990164041519165,538,657866,179.92323917007138,220010.00308523825,0
192.168.0.106,192.168.0.102,51648,81,6,42,2025-11-21T04:07:17.266959+09:00,2025-11-21T04:07:20.255637+09:00,2.988677978515625,187,11226,62.56947096484331,3756.1758344990963,0
192.168.0.102,192.168.0.106,81,51648,6,43,2025-11-21T04:07:20.261756+09:00,2025-11-21T04:07:23.246479+09:00,2.9847230911254883,530,646012,177.57091154481137,216439.50888469184,0
192.168.0.106,192.168.0.102,51648,81,6,43,2025-11-21T04:07:20.262905+09:00,2025-11-21T04:07:23.250845+09:00,2.9879400730133057,188,11286,62.919601935123154,3777.184188509574,0
192.168.0.102,192.168.0.106,81,51648,6,44,2025-11-21T04:07:23.261592+09:00,2025-11-21T04:07:26.254181+09:00,2.992588996887207,462,561404,154.3813736134689,187598.09669284825,0
192.168.0.106,192.168.0.102,51648,81,6,44,2025-11-21T04:07:23.266454+09:00,2025-11-21T04:07:26.253701+09:00,2.9872469902038574,166,9966,55.56955971312962,3336.1821210906614,0
192.168.0.106,192.168.0.102,55824,80,6,44,2025-11-21T04:07:25.296924+09:00,2025-11-21T04:07:25.296924+09:00,1e-06,1,60,1000000.0,60000000.0,0
192.168.0.102,192.168.0.106,80,55824,6,44,2025-11-21T04:07:25.307215+09:00,2025-11-21T04:07:25.307215+09:00,1e-06,1,54,1000000.0,54000000.0,0
192.168.0.102,192.168.0.106,81,51648,6,45,2025-11-21T04:07:26.283720+09:00,2025-11-21T04:07:29.257186+09:00,2.973465919494629,407,500378,136.8773044720734,168281.06107402247,0
192.168.0.106,192.168.0.102,51648,81,6,45,2025-11-21T04:07:26.295499+09:00,2025-11-21T04:07:29.249324+09:00,2.953824996948242,117,7026,39.60965870384301,2378.610786779496,0
192.168.0.102,192.168.0.106,81,51648,6,46,2025-11-21T04:07:29.265418+09:00,2025-11-21T04:07:31.734648+09:00,2.4692299365997314,581,715075,235.2960294981964,289594.3344120874,0
192.168.0.106,192.168.0.102,51648,81,6,46,2025-11-21T04:07:29.266783+09:00,2025-11-21T04:07:31.760954+09:00,2.494170904159546,164,9864,65.75331294519397,3954.821212752398,0
192.168.0.102,192.168.0.106,81,51648,6,47,2025-11-21T04:07:32.970486+09:00,2025-11-21T04:07:35.257173+09:00,2.286687135696411,662,803452,289.5017817111162,351360.70320144977,0
192.168.0.106,192.168.0.102,51648,81,6,47,2025-11-21T04:07:32.972736+09:00,2025-11-21T04:07:35.258524+09:00,2.285788059234619,226,13560,98.87180882188815,5932.308529313289,0
192.168.0.106,192.168.0.102,55824,80,6,47,2025-11-21T04:07:34.839913+09:00,2025-11-21T04:07:34.868594+09:00,0.028681039810180664,3,471,104.59871817252301,16421.99875308611,0
192.168.0.102,192.168.0.106,80,55824,6,47,2025-11-21T04:07:34.857714+09:00,2025-11-21T04:07:34.865051+09:00,0.007337093353271484,3,257,408.88126340417233,35027.494898290766,0
192.168.0.102,192.168.0.106,81,51648,6,48,2025-11-21T04:07:35.280353+09:00,2025-11-21T04:07:38.253087+09:00,2.972733974456787,569,696690,191.406296321545,234360.02211644498,0
192.168.0.106,192.168.0.102,51648,81,6,48,2025-11-21T04:07:35.281799+09:00,2025-11-21T04:07:38.254115+09:00,2.972316026687622,194,11646,65.2689681238894,3918.1567153134843,0
192.168.0.102,192.168.0.106,81,51648,6,49,2025-11-21T04:07:38.262072+09:00,2025-11-21T04:07:40.863407+09:00,2.601334810256958,687,839779,264.0951857835396,322826.1878051166,0
192.168.0.106,192.168.0.102,51648,81,6,49,2025-11-21T04:07:38.266136+09:00,2025-11-21T04:07:40.867636+09:00,2.6015000343322754,245,14700,94.17643542829471,5650.586125697682,0
192.168.0.102,192.168.0.106,81,51648,6,50,2025-11-21T04:07:41.986551+09:00,2025-11-21T04:07:44.247882+09:00,2.2613308429718018,285,351044,126.03197841915866,155237.78888482504,0
192.168.0.106,192.168.0.102,51648,81,6,50,2025-11-21T04:07:41.989176+09:00,2025-11-21T04:07:44.249499+09:00,2.2603230476379395,113,6792,49.992853949830824,3004.880212630539,0
192.168.0.102,192.168.0.106,81,51648,6,51,2025-11-21T04:07:44.273080+09:00,2025-11-21T04:07:47.243393+09:00,2.9703128337860107,549,672732,184.82901657878082,226485.23493820833,0
