src_ip,dst_ip,src_port,dst_port,proto,time_bucket,start_time_epoch,end_time_epoch,duration,packet_count,byte_count,pps,bps,start_time_iso,end_time_iso,label
192.168.0.102,192.168.0.106,81,53496,6,75,1763666261.270013,1763666270.412404,9.142390966415403,1611,1964191,176.21210971156367,214844.34511884913,2025-11-21T04:17:41.270013+09:00,2025-11-21T04:17:50.412404+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,15,1763665665.271055,1763665665.271055,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:07:45.271055+09:00,2025-11-21T04:07:45.271055+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,160,1763667111.268057,1763667121.238701,9.970643997192385,592,35526,59.37429920942923,3563.0597191117954,2025-11-21T04:31:51.268057+09:00,2025-11-21T04:32:01.238701+09:00,0
192.168.0.106,192.168.0.102,51648,81,6,23,1763665741.282518,1763665751.248285,9.96576714515686,690,41412,69.23701807896691,4155.425206791562,2025-11-21T04:09:01.282518+09:00,2025-11-21T04:09:11.248285+09:00,0
192.168.0.106,192.168.0.101,36048,80,6,17,1763726822.770138,1763726823.359584,0.5894460678100586,9,709,15.268572464037767,1202.8242085558643,2025-11-21T21:07:02.770138+09:00,2025-11-21T21:07:03.359584+09:00,1
192.168.0.102,192.168.0.106,81,53496,6,69,1763666201.259103,1763666211.193998,9.934895038604736,1653,2028230,166.38323742493696,204152.1316650816,2025-11-21T04:16:41.259103+09:00,2025-11-21T04:16:51.193998+09:00,0
192.168.0.106,192.168.0.102,51648,81,6,8,1763665592.381179,1763665600.486439,8.105259895324707,509,30546,62.79872657675079,3768.66385464328,2025-11-21T04:06:32.381179+09:00,2025-11-21T04:06:40.486439+09:00,0
192.168.0.106,192.168.0.102,51648,81,6,19,1763665701.264368,1763665711.244266,9.97989797592163,715,42906,71.64401897945962,4299.2423473184535,2025-11-21T04:08:21.264368+09:00,2025-11-21T04:08:31.244266+09:00,0
192.168.0.106,192.168.0.102,55820,80,6,0,1763665514.29491,1763665514.517325,0.2224149703979492,19,2096,85.42590440744536,9423.826086210816,2025-11-21T04:05:14.294910+09:00,2025-11-21T04:05:14.517325+09:00,0
192.168.0.102,192.168.0.106,81,47172,6,2,1763665532.739634,1763665538.879664,6.1400299072265625,540,605739,87.94745435432525,98654.07972802708,2025-11-21T04:05:32.739634+09:00,2025-11-21T04:05:38.879664+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,176,1763667271.268026,1763667281.240197,9.97217082977295,754,928792,75.6104175180047,93138.3964288894,2025-11-21T04:34:31.268026+09:00,2025-11-21T04:34:41.240197+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,5,1763665563.006505,1763665569.117992,6.111486911773682,9,1431,1.4726367134422955,234.149237437325,2025-11-21T04:06:03.006505+09:00,2025-11-21T04:06:09.117992+09:00,0
192.168.0.102,192.168.0.106,81,51648,6,18,1763665691.259277,1763665701.250644,9.991366863250732,1817,2207561,181.85699963466575,220946.8464339584,2025-11-21T04:08:11.259277+09:00,2025-11-21T04:08:21.250644+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,68,1763666191.264308,1763666201.247269,9.982960939407349,534,32076,53.49114388418128,3213.0747775823947,2025-11-21T04:16:31.264308+09:00,2025-11-21T04:16:41.247269+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,32,1763665835.308895,1763665835.308895,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:10:35.308895+09:00,2025-11-21T04:10:35.308895+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,173,1763667242.287402,1763667251.167131,8.87972903251648,256,15378,28.829708548826137,1731.8096018119077,2025-11-21T04:34:02.287402+09:00,2025-11-21T04:34:11.167131+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,71,1763666222.122706,1763666231.247273,9.124567031860352,1608,1965969,176.22753982576145,215458.88074857736,2025-11-21T04:17:02.122706+09:00,2025-11-21T04:17:11.247273+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,13,1763665645.307215,1763665645.307215,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:07:25.307215+09:00,2025-11-21T04:07:25.307215+09:00,0
192.168.0.106,192.168.0.102,34614,81,6,45,1763665961.269208,1763665970.007808,8.738600015640259,768,46098,87.88593122759266,5275.2157001687065,2025-11-21T04:12:41.269208+09:00,2025-11-21T04:12:50.007808+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,4,1763665557.428593,1763665557.428593,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:05:57.428593+09:00,2025-11-21T04:05:57.428593+09:00,0
192.168.0.102,192.168.0.106,80,38080,6,73,1763666250.036816,1763666250.036816,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:17:30.036816+09:00,2025-11-21T04:17:30.036816+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,19,1763665706.222452,1763665706.222452,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:08:26.222452+09:00,2025-11-21T04:08:26.222452+09:00,0
192.168.0.101,192.168.0.106,80,36750,6,22,1763726872.554681,1763726873.340952,0.7862708568572998,8,3987,10.174610861167809,5070.771687934505,2025-11-21T21:07:52.554681+09:00,2025-11-21T21:07:53.340952+09:00,1
192.168.0.106,192.168.0.102,53496,81,6,100,1763666511.262182,1763666521.252969,9.990787029266356,637,38238,63.7587407412463,3827.326104338738,2025-11-21T04:21:51.262182+09:00,2025-11-21T04:22:01.252969+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,130,1763666812.331753,1763666821.256208,8.924454927444458,725,894199,81.23745437611905,100196.4834009259,2025-11-21T04:26:52.331753+09:00,2025-11-21T04:27:01.256208+09:00,0
192.168.0.106,192.168.0.101,44268,80,6,42,1763727074.947716,1763727075.652806,0.7050900459289551,8,648,11.346068557045095,919.0315531206528,2025-11-21T21:11:14.947716+09:00,2025-11-21T21:11:15.652806+09:00,1
192.168.0.102,192.168.0.106,80,55824,6,19,1763665706.250025,1763665706.250025,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:08:26.250025+09:00,2025-11-21T04:08:26.250025+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,9,1763665604.229642,1763665604.229642,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:06:44.229642+09:00,2025-11-21T04:06:44.229642+09:00,0
192.168.0.100,192.168.0.102,42006,80,6,188,1763667391.870161,1763667391.870161,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:36:31.870161+09:00,2025-11-21T04:36:31.870161+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,11,1763665624.817313,1763665624.817313,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:07:04.817313+09:00,2025-11-21T04:07:04.817313+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,88,1763666391.356941,1763666401.251317,9.894376039505005,480,28812,48.51240725878187,2911.957245708382,2025-11-21T04:19:51.356941+09:00,2025-11-21T04:20:01.251317+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,164,1763667151.261857,1763667160.576346,9.314488887786863,1102,1354881,118.3103027204144,145459.51112535188,2025-11-21T04:32:31.261857+09:00,2025-11-21T04:32:40.576346+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,144,1763666951.971188,1763666960.322952,8.35176396369934,422,25338,50.528247904779,3033.8501076096927,2025-11-21T04:29:11.971188+09:00,2025-11-21T04:29:20.322952+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,139,1763666902.914326,1763666911.247757,8.333431005477905,841,1039182,100.91881716512398,124700.37842959318,2025-11-21T04:28:22.914326+09:00,2025-11-21T04:28:31.247757+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,108,1763666591.264202,1763666600.313606,9.04940390586853,1167,1431052,128.9587703388067,158137.70883538132,2025-11-21T04:23:11.264202+09:00,2025-11-21T04:23:20.313606+09:00,0
192.168.0.1,192.168.0.102,67,68,17,113,1763666641.80906,1763666641.80906,1e-06,1,590,1000000.0,590000000.0,2025-11-21T04:24:01.809060+09:00,2025-11-21T04:24:01.809060+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,127,1763666781.810981,1763666790.131704,8.320723056793213,649,798900,77.99802920614486,96013.29049736384,2025-11-21T04:26:21.810981+09:00,2025-11-21T04:26:30.131704+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,120,1763666712.232106,1763666721.254456,9.022350072860718,255,15342,28.26314629123531,1700.4438839220866,2025-11-21T04:25:12.232106+09:00,2025-11-21T04:25:21.254456+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,103,1763666541.542665,1763666550.182438,8.639772891998291,398,23904,46.0660256901668,2766.7393922053952,2025-11-21T04:22:21.542665+09:00,2025-11-21T04:22:30.182438+09:00,0
192.168.0.106,192.168.0.102,51648,81,6,17,1763665682.03977,1763665691.223858,9.184088230133057,218,13122,23.736705760811457,1428.7754724466415,2025-11-21T04:08:02.039770+09:00,2025-11-21T04:08:11.223858+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,189,1763667401.25913,1763667411.08435,9.825220108032228,474,586980,48.24319402396896,59742.17305525169,2025-11-21T04:36:41.259130+09:00,2025-11-21T04:36:51.084350+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,194,1763667451.27243,1763667461.248967,9.976536989212036,1007,1241962,100.93682818886982,124488.28700209052,2025-11-21T04:37:31.272430+09:00,2025-11-21T04:37:41.248967+09:00,0
192.168.0.102,192.168.0.106,80,37920,6,46,1763665973.328552,1763665978.298753,4.970201015472412,4,406,0.8047964232327541,81.68683695812454,2025-11-21T04:12:53.328552+09:00,2025-11-21T04:12:58.298753+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,20,1763665716.462099,1763665716.462099,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:08:36.462099+09:00,2025-11-21T04:08:36.462099+09:00,0
192.168.0.102,192.168.0.100,81,51108,6,198,1763667495.836569,1763667495.861211,0.024641990661621,3,3160,121.74341112272148,128236.3930492666,2025-11-21T04:38:15.836569+09:00,2025-11-21T04:38:15.861211+09:00,0
192.168.0.102,192.168.0.106,80,38080,6,65,1763666168.064406,1763666168.064406,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:16:08.064406+09:00,2025-11-21T04:16:08.064406+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,129,1763666801.260064,1763666811.104991,9.844927072525024,300,18048,30.472546702477104,1833.2284096210224,2025-11-21T04:26:41.260064+09:00,2025-11-21T04:26:51.104991+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,22,1763665736.941705,1763665736.941705,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:08:56.941705+09:00,2025-11-21T04:08:56.941705+09:00,0
192.168.0.102,192.168.0.106,80,38080,6,67,1763666188.561306,1763666188.561306,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:16:28.561306+09:00,2025-11-21T04:16:28.561306+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,175,1763667261.833171,1763667271.233003,9.399832010269163,215,12948,22.872749190104244,1377.4714256440454,2025-11-21T04:34:21.833171+09:00,2025-11-21T04:34:31.233003+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,124,1763666751.269145,1763666761.225838,9.956692934036257,162,9744,16.270462599706615,978.6381948860572,2025-11-21T04:25:51.269145+09:00,2025-11-21T04:26:01.225838+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,108,1763666591.27288,1763666600.314799,9.041918992996216,388,23292,42.91124486965003,2576.001844082187,2025-11-21T04:23:11.272880+09:00,2025-11-21T04:23:20.314799+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,159,1763667101.262597,1763667111.251525,9.988927841186523,1262,1557872,126.33988552770391,155959.88125738126,2025-11-21T04:31:41.262597+09:00,2025-11-21T04:31:51.251525+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,197,1763667481.615962,1763667490.50058,8.884618043899536,469,28158,52.78786298776574,3169.2977526855175,2025-11-21T04:38:01.615962+09:00,2025-11-21T04:38:10.500580+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,149,1763667001.269939,1763667011.234727,9.96478796005249,349,20976,35.023324269326615,2105.0121772876646,2025-11-21T04:30:01.269939+09:00,2025-11-21T04:30:11.234727+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,130,1763666812.334362,1763666821.24254,8.908177852630615,254,15270,28.51312627587391,1714.155268632262,2025-11-21T04:26:52.334362+09:00,2025-11-21T04:27:01.242540+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,184,1763667351.894114,1763667360.241345,8.347230911254883,1045,1288447,125.19121743607064,154356.21869076832,2025-11-21T04:35:51.894114+09:00,2025-11-21T04:36:00.241345+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,142,1763666931.261625,1763666941.240598,9.978972911834717,961,1180085,96.30249610761918,118257.16037373546,2025-11-21T04:28:51.261625+09:00,2025-11-21T04:29:01.240598+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,21,1763665726.702075,1763665726.702075,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:08:46.702075+09:00,2025-11-21T04:08:46.702075+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,18,1763665695.989344,1763665695.989344,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:08:15.989344+09:00,2025-11-21T04:08:15.989344+09:00,0
192.168.0.102,192.168.0.100,80,58530,6,185,1763667367.434116,1763667370.58336,3.1492440700531006,57,61487,18.09958159230221,19524.36795378748,2025-11-21T04:36:07.434116+09:00,2025-11-21T04:36:10.583360+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,3,1763665541.578782,1763665547.393094,5.814311981201172,16,9849,2.7518303200329095,1693.9235513752578,2025-11-21T04:05:41.578782+09:00,2025-11-21T04:05:47.393094+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,94,1763666451.263184,1763666461.241149,9.977964878082275,568,34098,56.92543589201001,3417.3301286016854,2025-11-21T04:20:51.263184+09:00,2025-11-21T04:21:01.241149+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,185,1763667361.395069,1763667371.245231,9.850162029266356,1129,1385296,114.6174039214346,140636.8743868447,2025-11-21T04:36:01.395069+09:00,2025-11-21T04:36:11.245231+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,4,1763665557.437536,1763665557.437536,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:05:57.437536+09:00,2025-11-21T04:05:57.437536+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,129,1763666802.329343,1763666811.103688,8.77434492111206,814,999838,92.77045834400975,113950.15912746686,2025-11-21T04:26:42.329343+09:00,2025-11-21T04:26:51.103688+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,134,1763666852.391755,1763666861.256509,8.86475396156311,344,20670,38.805363520697526,2331.7059999209823,2025-11-21T04:27:32.391755+09:00,2025-11-21T04:27:41.256509+09:00,0
192.168.0.106,192.168.0.102,51648,81,6,14,1763665651.262589,1763665660.867636,9.60504698753357,698,41910,72.67012862154002,4363.331075256077,2025-11-21T04:07:31.262589+09:00,2025-11-21T04:07:40.867636+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,119,1763666701.268293,1763666711.018695,9.750402212142944,1618,1975824,165.9418724270653,202640.25596188745,2025-11-21T04:25:01.268293+09:00,2025-11-21T04:25:11.018695+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,84,1763666351.275254,1763666360.941914,9.666660070419312,1743,2137760,180.3104678661152,221147.7371115699,2025-11-21T04:19:11.275254+09:00,2025-11-21T04:19:20.941914+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,134,1763666852.387735,1763666861.255274,8.867539167404175,944,1165160,106.4556899246649,131396.09287354085,2025-11-21T04:27:32.387735+09:00,2025-11-21T04:27:41.255274+09:00,0
192.168.0.102,192.168.0.106,80,55824,6,32,1763665835.315016,1763665835.315016,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:10:35.315016+09:00,2025-11-21T04:10:35.315016+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,35,1763665865.96211,1763665865.96211,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:11:05.962110+09:00,2025-11-21T04:11:05.962110+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,180,1763667311.348675,1763667321.225122,9.876446962356567,1306,1601217,132.233788626389,162124.80116614143,2025-11-21T04:35:11.348675+09:00,2025-11-21T04:35:21.225122+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,136,1763666872.38903,1763666880.242929,7.853899002075195,963,1186630,122.61425818508124,151088.01369695013,2025-11-21T04:27:52.389030+09:00,2025-11-21T04:28:00.242929+09:00,0
192.168.0.106,192.168.0.102,51648,81,6,6,1763665571.273077,1763665581.252676,9.979598999023438,792,47520,79.36190623265543,4761.714373959326,2025-11-21T04:06:11.273077+09:00,2025-11-21T04:06:21.252676+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,193,1763667441.270966,1763667451.245567,9.974601030349731,626,37566,62.75940241572259,3766.1656727620366,2025-11-21T04:37:21.270966+09:00,2025-11-21T04:37:31.245567+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,110,1763666611.277743,1763666621.235856,9.958112955093384,1085,1330821,108.95638610375909,133641.88636957674,2025-11-21T04:23:31.277743+09:00,2025-11-21T04:23:41.235856+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,93,1763666441.259968,1763666451.255204,9.995235919952393,1105,1348779,110.55266817606672,134942.1875383232,2025-11-21T04:20:41.259968+09:00,2025-11-21T04:20:51.255204+09:00,0
192.168.0.102,192.168.0.106,81,53496,6,88,1763666391.26701,1763666401.256162,9.98915195465088,1329,1617049,133.04432708937088,161880.50870996245,2025-11-21T04:19:51.267010+09:00,2025-11-21T04:20:01.256162+09:00,0
192.168.0.100,192.168.0.102,39336,80,6,28,1763665799.396994,1763665799.396994,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:09:59.396994+09:00,2025-11-21T04:09:59.396994+09:00,0
192.168.0.106,192.168.0.102,55824,80,6,10,1763665614.592701,1763665614.592701,1e-06,1,60,1000000.0,60000000.0,2025-11-21T04:06:54.592701+09:00,2025-11-21T04:06:54.592701+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,79,1763666301.264116,1763666311.257193,9.993077039718628,609,36552,60.94219003610798,3657.73223349724,2025-11-21T04:18:21.264116+09:00,2025-11-21T04:18:31.257193+09:00,0
192.168.0.102,192.168.0.106,80,38080,6,66,1763666178.355861,1763666178.355861,1e-06,1,54,1000000.0,54000000.0,2025-11-21T04:16:18.355861+09:00,2025-11-21T04:16:18.355861+09:00,0
192.168.0.106,192.168.0.102,53496,81,6,128,1763666791.330596,1763666801.256059,9.9254629611969,309,18582,31.13204907499227,1872.1544851505064,2025-11-21T04:26:31.330596+09:00,2025-11-21T04:26:41.256059+09:00,0
192.168.0.106,192.168.0.102,37920,80,6,46,1763665973.307189,1763665978.375266,5.068077087402344,6,953,1.1838809663953465,188.03976016246088,2025-11-21T04:12:53.307189+09:00,2025-11-21T04:12:58.375266+09:00,0
