time_bucket,src_ip,dst_ip,src_port,dst_port,proto,start_time,end_time,duration,packet_count,byte_count,pps,bps,label,
1,211.234.198.208,10.74.29.196,50162,80,6,2025-12-03T21:55:04.478926+09:00,2025-12-03T21:55:04.773700+09:00,0.294774056,11,1000000,37.31671698,2707.158195,1,
1,10.74.29.196,211.234.198.208,80,50160,6,2025-12-03T21:55:04.483979+09:00,2025-12-03T21:55:04.742187+09:00,0.258208036,10,1000000,38.72846151,23074.41737,1,
1,10.74.29.196,211.234.198.208,80,56390,6,2025-12-03T21:55:04.485318+09:00,2025-12-03T21:55:04.742187+09:00,0.256869078,10,1000000,38.93033794,23194.69534,1,
1,10.74.29.196,211.234.198.208,80,50162,6,2025-12-03T21:55:04.485332+09:00,2025-12-03T21:55:04.742188+09:00,0.256855965,10,1000000,38.93232541,23195.87948,1,
1,211.234.198.208,10.74.29.196,50184,80,6,2025-12-03T21:55:04.543700+09:00,2025-12-03T21:55:04.908572+09:00,0.364871979,11,1000000,30.14756035,2115.810599,1,
1,211.234.198.208,10.74.29.196,50106,80,6,2025-12-03T21:55:04.548452+09:00,2025-12-03T21:55:04.773324+09:00,0.224872112,11,1000000,48.91669264,3548.683703,1,
1,211.234.198.208,10.74.29.196,50102,80,6,2025-12-03T21:55:04.548641+09:00,2025-12-03T21:55:04.828413+09:00,0.279772043,13,1000000,46.46640118,3148.992265,1,
1,211.234.198.208,10.74.29.196,50100,80,6,2025-12-03T21:55:04.548832+09:00,2025-12-03T21:55:04.853741+09:00,0.304908991,11,1000000,36.07633861,2617.174383,1,
1,211.234.198.208,10.74.29.196,50104,80,6,2025-12-03T21:55:04.549030+09:00,2025-12-03T21:55:04.903551+09:00,0.354521036,13,1000000,36.66919216,2485.042946,1,
1,211.234.198.208,10.74.29.196,50126,80,6,2025-12-03T21:55:04.549217+09:00,2025-12-03T21:55:04.549217+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50168,80,6,2025-12-03T21:55:04.553408+09:00,2025-12-03T21:55:04.553408+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50170,80,6,2025-12-03T21:55:04.553598+09:00,2025-12-03T21:55:04.553598+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,25288,80,6,2025-12-03T21:55:04.553788+09:00,2025-12-03T21:55:04.553788+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50101,80,6,2025-12-03T21:55:04.553977+09:00,2025-12-03T21:55:04.553977+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50097,80,6,2025-12-03T21:55:04.554167+09:00,2025-12-03T21:55:04.554167+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50174,80,6,2025-12-03T21:55:04.554358+09:00,2025-12-03T21:55:04.554358+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50112,80,6,2025-12-03T21:55:04.554549+09:00,2025-12-03T21:55:04.554549+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50099,80,6,2025-12-03T21:55:04.554740+09:00,2025-12-03T21:55:04.554740+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50186,80,6,2025-12-03T21:55:04.554930+09:00,2025-12-03T21:55:04.554930+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50105,80,6,2025-12-03T21:55:04.558572+09:00,2025-12-03T21:55:04.558572+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50103,80,6,2025-12-03T21:55:04.558764+09:00,2025-12-03T21:55:04.558764+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50109,80,6,2025-12-03T21:55:04.568392+09:00,2025-12-03T21:55:04.568392+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50107,80,6,2025-12-03T21:55:04.573441+09:00,2025-12-03T21:55:04.573441+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,10.74.29.196,211.234.198.208,80,50184,6,2025-12-03T21:55:04.577171+09:00,2025-12-03T21:55:04.877354+09:00,0.300182819,9,1000000,29.9817292,19668.01435,1,
1,10.74.29.196,211.234.198.208,80,50106,6,2025-12-03T21:55:04.577219+09:00,2025-12-03T21:55:04.750624+09:00,0.173404932,9,1000000,51.90163795,34047.47449,1,
1,10.74.29.196,211.234.198.208,80,50102,6,2025-12-03T21:55:04.577228+09:00,2025-12-03T21:55:04.795112+09:00,0.217883825,11,1000000,50.48561996,41581.79244,1,
1,10.74.29.196,211.234.198.208,80,50100,6,2025-12-03T21:55:04.577237+09:00,2025-12-03T21:55:04.800758+09:00,0.223520994,9,1000000,40.26467417,26413.62625,1,
1,10.74.29.196,211.234.198.208,80,50104,6,2025-12-03T21:55:04.577248+09:00,2025-12-03T21:55:04.877353+09:00,0.300104857,11,1000000,36.65385535,30362.72091,1,
1,211.234.198.208,10.74.29.196,50111,80,6,2025-12-03T21:55:04.579153+09:00,2025-12-03T21:55:04.579153+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50113,80,6,2025-12-03T21:55:04.579338+09:00,2025-12-03T21:55:04.579338+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50117,80,6,2025-12-03T21:55:04.579584+09:00,2025-12-03T21:55:04.579584+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50121,80,6,2025-12-03T21:55:04.579786+09:00,2025-12-03T21:55:04.579786+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50119,80,6,2025-12-03T21:55:04.579996+09:00,2025-12-03T21:55:04.579996+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50115,80,6,2025-12-03T21:55:04.580183+09:00,2025-12-03T21:55:04.580183+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50123,80,6,2025-12-03T21:55:04.629045+09:00,2025-12-03T21:55:04.953596+09:00,0.324551106,11,1000000,33.89296728,2381.751246,1,
1,10.74.29.196,211.234.198.208,80,50123,6,2025-12-03T21:55:04.638150+09:00,2025-12-03T21:55:04.921743+09:00,0.283592939,11,1000000,38.78798966,31760.31117,1,
1,211.234.198.208,10.74.29.196,50125,80,6,2025-12-03T21:55:04.658707+09:00,2025-12-03T21:55:04.953548+09:00,0.294841051,11,1000000,37.30823764,2706.543058,1,
1,10.74.29.196,211.234.198.208,80,50125,6,2025-12-03T21:55:04.666432+09:00,2025-12-03T21:55:04.921776+09:00,0.255344153,10,1000000,39.16283143,23333.21497,1,
1,211.234.198.208,10.74.29.196,50127,80,6,2025-12-03T21:55:04.703481+09:00,2025-12-03T21:55:04.953224+09:00,0.249742985,9,1000000,36.03704828,2658.73334,1,
1,211.234.198.208,10.74.29.196,50129,80,6,2025-12-03T21:55:04.703725+09:00,2025-12-03T21:55:04.933443+09:00,0.22971797,9,1000000,39.17847613,3003.68317,1,
1,211.234.198.208,10.74.29.196,50131,80,6,2025-12-03T21:55:04.703986+09:00,2025-12-03T21:55:04.703986+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,10.74.29.196,211.234.198.208,80,50127,6,2025-12-03T21:55:04.709770+09:00,2025-12-03T21:55:04.921776+09:00,0.212006092,10,1000000,47.16845588,28102.96601,1,
1,10.74.29.196,211.234.198.208,80,50129,6,2025-12-03T21:55:04.711179+09:00,2025-12-03T21:55:04.937583+09:00,0.226403952,9,1000000,39.75195634,26077.28336,1,
1,211.234.198.208,10.74.29.196,50133,80,6,2025-12-03T21:55:04.728416+09:00,2025-12-03T21:55:04.728416+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50135,80,6,2025-12-03T21:55:04.733768+09:00,2025-12-03T21:55:04.948572+09:00,0.214803934,11,1000000,51.2094904,3598.630552,1,
1,10.74.29.196,211.234.198.208,80,50135,6,2025-12-03T21:55:04.742220+09:00,2025-12-03T21:55:04.910423+09:00,0.168203116,10,1000000,59.45193091,53108.40989,1,
1,211.234.198.208,10.74.29.196,50137,80,6,2025-12-03T21:55:04.788684+09:00,2025-12-03T21:55:04.948321+09:00,0.159637213,7,1000000,43.84942508,3645.766485,1,
1,10.74.29.196,211.234.198.208,80,50137,6,2025-12-03T21:55:04.795113+09:00,2025-12-03T21:55:04.916314+09:00,0.1212008,6,1000000,49.50462376,47227.41106,1,
1,211.234.198.208,10.74.29.196,50139,80,6,2025-12-03T21:55:04.808737+09:00,2025-12-03T21:55:04.953554+09:00,0.144816876,7,1000000,48.3369081,3846.23683,1,
1,10.74.29.196,211.234.198.208,80,50139,6,2025-12-03T21:55:04.818260+09:00,2025-12-03T21:55:04.921742+09:00,0.103482008,8,1000000,77.30812492,82110.89218,1,
1,211.234.198.208,10.74.29.196,50141,80,6,2025-12-03T21:55:04.853724+09:00,2025-12-03T21:55:04.953370+09:00,0.099646091,5,1000000,50.17758275,4495.911414,1,
1,10.74.29.196,211.234.198.208,80,50141,6,2025-12-03T21:55:04.860495+09:00,2025-12-03T21:55:04.932055+09:00,0.071559906,5,1000000,69.87152833,60620.53798,1,
1,211.234.198.208,10.74.29.196,50143,80,6,2025-12-03T21:55:04.863601+09:00,2025-12-03T21:55:04.918432+09:00,0.054831028,3,1000000,54.71354651,6219.106454,1,
1,10.74.29.196,211.234.198.208,80,50143,6,2025-12-03T21:55:04.877356+09:00,2025-12-03T21:55:04.932797+09:00,0.055440903,5,1000000,90.18612172,78263.51643,1,
1,211.234.198.208,10.74.29.196,50145,80,6,2025-12-03T21:55:04.883555+09:00,2025-12-03T21:55:04.918363+09:00,0.034808159,3,1000000,86.18669005,10514.77619,1,
1,10.74.29.196,211.234.198.208,80,50145,6,2025-12-03T21:55:04.885560+09:00,2025-12-03T21:55:04.885560+09:00,1.00E-06,1,1000000,1000000,62000000,1,
1,211.234.198.208,10.74.29.196,50147,80,6,2025-12-03T21:55:04.908988+09:00,2025-12-03T21:55:04.953743+09:00,0.044754982,3,1000000,67.03164355,7596.919602,1,
1,10.74.29.196,211.234.198.208,80,50147,6,2025-12-03T21:55:04.921743+09:00,2025-12-03T21:55:04.921743+09:00,1.00E-06,1,1000000,1000000,62000000,1,
1,211.234.198.208,10.74.29.196,50149,80,6,2025-12-03T21:55:04.928685+09:00,2025-12-03T21:55:04.928685+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,211.234.198.208,10.74.29.196,50151,80,6,2025-12-03T21:55:04.933729+09:00,2025-12-03T21:55:04.933729+09:00,1.00E-06,1,1000000,1000000,74000000,1,
1,10.74.29.196,211.234.198.208,80,50149,6,2025-12-03T21:55:04.937568+09:00,2025-12-03T21:55:04.937568+09:00,1.00E-06,1,1000000,1000000,62000000,1,
1,10.74.29.196,211.234.198.208,80,50151,6,2025-12-03T21:55:04.937983+09:00,2025-12-03T21:55:04.937983+09:00,1.00E-06,1,1000000,1000000,62000000,1,
2,10.74.29.196,211.234.198.208,80,50141,6,2025-12-03T21:55:04.962365+09:00,2025-12-03T21:55:05.053159+09:00,0.090794086,4,1000000,44.05573266,17247.81934,1,
2,211.234.198.208,10.74.29.196,50143,80,6,2025-12-03T21:55:04.963329+09:00,2025-12-03T21:55:05.138441+09:00,0.175112009,7,1000000,39.97441431,2158.618373,1,
2,10.74.29.196,211.234.198.208,80,50139,6,2025-12-03T21:55:04.964623+09:00,2025-12-03T21:55:05.008498+09:00,0.043874979,3,1000000,68.37610107,11373.22481,1,
2,211.234.198.208,10.74.29.196,50151,80,6,2025-12-03T21:55:04.968454+09:00,2025-12-03T21:55:05.303472+09:00,0.335018158,8,1000000,23.87930269,1764.083486,1,
2,211.234.198.208,10.74.29.196,50149,80,6,2025-12-03T21:55:04.968468+09:00,2025-12-03T21:55:05.318473+09:00,0.35000515,9,1000000,25.71390736,1914.257548,1,
2,10.74.29.196,211.234.198.208,80,50143,6,2025-12-03T21:55:04.984721+09:00,2025-12-03T21:55:05.062823+09:00,0.078102112,6,1000000,76.82250659,59985.5739,1,
2,10.74.29.196,211.234.198.208,80,50129,6,2025-12-03T21:55:04.987290+09:00,2025-12-03T21:55:04.987290+09:00,1.00E-06,1,1000000,1000000,54000000,1,
2,10.74.29.196,211.234.198.208,80,50145,6,2025-12-03T21:55:04.987290+09:00,2025-12-03T21:55:05.225239+09:00,0.237949133,8,1000000,33.62063102,24551.4658,1,
2,211.234.198.208,10.74.29.196,50141,80,6,2025-12-03T21:55:04.988426+09:00,2025-12-03T21:55:05.138615+09:00,0.150188923,4,1000000,26.63312262,1438.188622,1,
2,10.74.29.196,211.234.198.208,80,50147,6,2025-12-03T21:55:04.990704+09:00,2025-12-03T21:55:05.278338+09:00,0.287633896,8,1000000,27.81313369,20310.54088,1,
2,211.234.198.208,10.74.29.196,50153,80,6,2025-12-03T21:55:04.998489+09:00,2025-12-03T21:55:05.398277+09:00,0.399788141,9,1000000,22.51192337,1663.381005,1,
2,211.234.198.208,10.74.29.196,50139,80,6,2025-12-03T21:55:04.998580+09:00,2025-12-03T21:55:05.038583+09:00,0.040003061,3,1000000,74.99426051,4049.690068,1,
2,10.74.29.196,211.234.198.208,80,50153,6,2025-12-03T21:55:05.008465+09:00,2025-12-03T21:55:05.320594+09:00,0.312129021,11,1000000,35.24183678,28664.42851,1,
2,211.234.198.208,10.74.29.196,50129,80,6,2025-12-03T21:55:05.013521+09:00,2025-12-03T21:55:05.013521+09:00,1.00E-06,1,1000000,1000000,54000000,1,
2,10.74.29.196,211.234.198.208,80,50151,6,2025-12-03T21:55:05.015758+09:00,2025-12-03T21:55:05.278356+09:00,0.262598038,10,1000000,38.08101571,34025.38754,1,
2,211.234.198.208,10.74.29.196,50145,80,6,2025-12-03T21:55:05.018409+09:00,2025-12-03T21:55:05.263384+09:00,0.24497509,8,1000000,32.65638151,1763.444601,1,
2,211.234.198.208,10.74.29.196,50155,80,6,2025-12-03T21:55:05.018788+09:00,2025-12-03T21:55:05.464087+09:00,0.44529891,9,1000000,20.21114311,1491.133225,1,
2,211.234.198.208,10.74.29.196,50147,80,6,2025-12-03T21:55:05.018795+09:00,2025-12-03T21:55:05.303612+09:00,0.28481698,6,1000000,21.06615972,1137.572625,1,
2,10.74.29.196,211.234.198.208,80,50155,6,2025-12-03T21:55:05.024180+09:00,2025-12-03T21:55:05.427405+09:00,0.403225184,9,1000000,22.32003448,14641.94262,1,
2,10.74.29.196,211.234.198.208,80,50149,6,2025-12-03T21:55:05.039937+09:00,2025-12-03T21:55:05.294988+09:00,0.255050898,9,1000000,35.2870744,23116.95452,1,
2,211.234.198.208,10.74.29.196,50157,80,6,2025-12-03T21:55:05.048396+09:00,2025-12-03T21:55:05.463254+09:00,0.414857864,10,1000000,24.10464127,1733.123708,1,
2,10.74.29.196,211.234.198.208,80,50157,6,2025-12-03T21:55:05.055586+09:00,2025-12-03T21:55:05.427422+09:00,0.371835947,11,1000000,29.58293863,23873.43147,1,
2,211.234.198.208,10.74.29.196,50159,80,6,2025-12-03T21:55:05.138900+09:00,2025-12-03T21:55:05.519761+09:00,0.380861044,10,1000000,26.2562952,1953.468363,1,
2,211.234.198.208,10.74.29.196,50135,80,6,2025-12-03T21:55:05.173668+09:00,2025-12-03T21:55:05.263858+09:00,0.090190172,2,1000000,22.17536513,1197.469717,1,
2,10.74.29.196,211.234.198.208,80,50159,6,2025-12-03T21:55:05.225238+09:00,2025-12-03T21:55:05.475079+09:00,0.249840975,9,1000000,36.0229142,23631.03172,1,
2,10.74.29.196,211.234.198.208,80,50135,6,2025-12-03T21:55:05.225239+09:00,2025-12-03T21:55:05.225240+09:00,1.00E-06,2,1000000,2000000,108000000,1,
2,211.234.198.208,10.74.29.196,50163,80,6,2025-12-03T21:55:05.263851+09:00,2025-12-03T21:55:05.573499+09:00,0.309648037,11,1000000,35.52420389,2496.382692,1,
2,211.234.198.208,10.74.29.196,50161,80,6,2025-12-03T21:55:05.264071+09:00,2025-12-03T21:55:05.588570+09:00,0.32449913,9,1000000,27.73505123,2046.230446,1,
2,10.74.29.196,211.234.198.208,80,50163,6,2025-12-03T21:55:05.277354+09:00,2025-12-03T21:55:05.543488+09:00,0.266134024,11,1000000,41.33255812,33261.43677,1,
2,10.74.29.196,211.234.198.208,80,50161,6,2025-12-03T21:55:05.277461+09:00,2025-12-03T21:55:05.568750+09:00,0.291288853,9,1000000,30.89716588,20268.54082,1,
2,211.234.198.208,10.74.29.196,50165,80,6,2025-12-03T21:55:05.288516+09:00,2025-12-03T21:55:05.573213+09:00,0.284697056,9,1000000,31.61255031,2423.628857,1,
2,10.74.29.196,211.234.198.208,80,50165,6,2025-12-03T21:55:05.291844+09:00,2025-12-03T21:55:05.549981+09:00,0.258137226,9,1000000,34.8651767,22871.55591,1,
2,211.234.198.208,10.74.29.196,50167,80,6,2025-12-03T21:55:05.298743+09:00,2025-12-03T21:55:05.609020+09:00,0.310276985,11,1000000,35.45219441,2491.322389,1,
2,10.74.29.196,211.234.198.208,80,50167,6,2025-12-03T21:55:05.302336+09:00,2025-12-03T21:55:05.568750+09:00,0.266413927,11,1000000,41.28913274,33515.51512,1,
2,211.234.198.208,10.74.29.196,50171,80,6,2025-12-03T21:55:05.398588+09:00,2025-12-03T21:55:05.648279+09:00,0.24969101,9,1000000,36.04454969,2659.286777,1,
2,211.234.198.208,10.74.29.196,50169,80,6,2025-12-03T21:55:05.398861+09:00,2025-12-03T21:55:05.648669+09:00,0.249808073,11,1000000,44.0338051,3094.375576,1,
2,10.74.29.196,211.234.198.208,80,50171,6,2025-12-03T21:55:05.421750+09:00,2025-12-03T21:55:05.623969+09:00,0.202219009,9,1000000,44.5062016,29196.06825,1,
2,10.74.29.196,211.234.198.208,80,50169,6,2025-12-03T21:55:05.427405+09:00,2025-12-03T21:55:05.623970+09:00,0.196564913,11,1000000,55.96115728,44997.85783,1,
2,211.234.198.208,10.74.29.196,50173,80,6,2025-12-03T21:55:05.464080+09:00,2025-12-03T21:55:06.053571+09:00,0.589490891,10,1000000,16.96379055,1574.239763,1,
2,10.74.29.196,211.234.198.208,80,50173,6,2025-12-03T21:55:05.475078+09:00,2025-12-03T21:55:06.018123+09:00,0.543044806,9,1000000,16.5732181,10872.03107,1,
2,211.234.198.208,10.74.29.196,50175,80,6,2025-12-03T21:55:05.513686+09:00,2025-12-03T21:55:05.688895+09:00,0.175209045,8,1000000,45.65974309,3629.949575,1,
2,10.74.29.196,211.234.198.208,80,50175,6,2025-12-03T21:55:05.516708+09:00,2025-12-03T21:55:07.038229+09:00,1.521521091,10,1000000,6.572370279,3915.818212,1,
2,211.234.198.208,10.74.29.196,50183,80,6,2025-12-03T21:55:05.518542+09:00,2025-12-03T21:55:05.688672+09:00,0.170130014,9,1000000,52.90071849,4055.721751,1,
2,211.234.198.208,10.74.29.196,50193,80,6,2025-12-03T21:55:05.518727+09:00,2025-12-03T21:55:05.798292+09:00,0.279564858,10,1000000,35.76987498,2571.854011,1,
2,211.234.198.208,10.74.29.196,63278,80,6,2025-12-03T21:55:05.518935+09:00,2025-12-03T21:55:05.688617+09:00,0.169682026,9,1000000,53.04038511,3919.095122,1,
2,211.234.198.208,10.74.29.196,50185,80,6,2025-12-03T21:55:05.519155+09:00,2025-12-03T21:55:05.519155+09:00,1.00E-06,1,1000000,1000000,74000000,1,
2,211.234.198.208,10.74.29.196,50179,80,6,2025-12-03T21:55:05.519376+09:00,2025-12-03T21:55:05.519376+09:00,1.00E-06,1,1000000,1000000,74000000,1,
2,211.234.198.208,10.74.29.196,50177,80,6,2025-12-03T21:55:05.519565+09:00,2025-12-03T21:55:05.519565+09:00,1.00E-06,1,1000000,1000000,74000000,1,
2,211.234.198.208,10.74.29.196,50181,80,6,2025-12-03T21:55:05.519755+09:00,2025-12-03T21:55:05.519755+09:00,1.00E-06,1,1000000,1000000,74000000,1,
