src_ip,dst_ip,src_port,dst_port,proto,time_bucket,start_time_epoch,end_time_epoch,duration,packet_count,byte_count,pps,bps,start_time_iso,end_time_iso,label
192.168.0.101,192.168.0.106,80,56340,6,1,1763726662.427088,1763726663.247323,0.820235013961792,8,4004,9.75330224121919,4881.527771730205,2025-11-21T21:04:22.427088+09:00,2025-11-21T21:04:23.247323+09:00,1
192.168.0.106,192.168.0.101,56342,80,6,1,1763726662.502537,1763726663.832762,1.3302249908447266,8,648,6.014020225946738,487.1356383016858,2025-11-21T21:04:22.502537+09:00,2025-11-21T21:04:23.832762+09:00,1
192.168.0.101,192.168.0.106,80,56342,6,1,1763726662.529036,1763726663.860138,1.331101894378662,7,486,5.258801020088318,365.111042251846,2025-11-21T21:04:22.529036+09:00,2025-11-21T21:04:23.860138+09:00,1
192.168.0.106,192.168.0.101,56354,80,6,1,1763726662.59756,1763726663.737763,1.1402029991149902,8,648,7.01629447230843,568.3198522569828,2025-11-21T21:04:22.597560+09:00,2025-11-21T21:04:23.737763+09:00,1
192.168.0.101,192.168.0.106,80,56354,6,1,1763726662.610496,1763726663.759522,1.1490259170532227,7,486,6.092116719135554,422.96696078569704,2025-11-21T21:04:22.610496+09:00,2025-11-21T21:04:23.759522+09:00,1
192.168.0.106,192.168.0.101,56368,80,6,1,1763726662.804731,1763726663.830128,1.0253970623016357,9,709,8.777087755447964,691.4394687347341,2025-11-21T21:04:22.804731+09:00,2025-11-21T21:04:23.830128+09:00,1
192.168.0.106,192.168.0.101,56378,80,6,1,1763726662.804731,1763726663.93227,1.1275391578674316,8,648,7.095097269287551,574.7028788122917,2025-11-21T21:04:22.804731+09:00,2025-11-21T21:04:23.932270+09:00,1
192.168.0.101,192.168.0.106,80,56368,6,1,1763726662.808406,1763726663.758857,0.9504508972167969,8,4060,8.417057654873473,4271.656759848287,2025-11-21T21:04:22.808406+09:00,2025-11-21T21:04:23.758857+09:00,1
192.168.0.101,192.168.0.106,80,56378,6,1,1763726662.836307,1763726663.961124,1.12481689453125,7,486,6.223235118563134,432.0703239459547,2025-11-21T21:04:22.836307+09:00,2025-11-21T21:04:23.961124+09:00,1
192.168.0.106,192.168.0.101,56392,80,6,1,1763726662.911187,1763726663.931601,1.020414113998413,9,709,8.819948564543274,694.8159480290201,2025-11-21T21:04:22.911187+09:00,2025-11-21T21:04:23.931601+09:00,1
192.168.0.101,192.168.0.106,80,56392,6,1,1763726662.938919,1763726663.86161,0.9226908683776855,7,3951,7.586506206902967,4282.040860496232,2025-11-21T21:04:22.938919+09:00,2025-11-21T21:04:23.861610+09:00,1
192.168.0.106,192.168.0.101,56400,80,6,1,1763726663.218506,1763726664.247721,1.029214859008789,10,924,9.716144216602885,897.7717256141066,2025-11-21T21:04:23.218506+09:00,2025-11-21T21:04:24.247721+09:00,1
192.168.0.101,192.168.0.106,80,56400,6,1,1763726663.245839,1763726664.243121,0.9972817897796631,8,4016,8.021804952206637,4026.946086007732,2025-11-21T21:04:23.245839+09:00,2025-11-21T21:04:24.243121+09:00,1
192.168.0.106,192.168.0.101,56412,80,6,1,1763726663.315132,1763726664.32087,1.0057380199432373,9,709,8.948652453755253,704.9549544124972,2025-11-21T21:04:23.315132+09:00,2025-11-21T21:04:24.320870+09:00,1
192.168.0.106,192.168.0.101,56418,80,6,1,1763726663.315132,1763726664.348979,1.0338470935821533,7,588,6.770827178848914,568.7494830233087,2025-11-21T21:04:23.315132+09:00,2025-11-21T21:04:24.348979+09:00,1
192.168.0.106,192.168.0.101,56430,80,6,1,1763726663.315132,1763726664.546578,1.2314460277557373,8,648,6.4964276303523345,526.2106380585391,2025-11-21T21:04:23.315132+09:00,2025-11-21T21:04:24.546578+09:00,1
192.168.0.101,192.168.0.106,80,56412,6,1,1763726663.324363,1763726664.319029,0.9946660995483398,8,4002,8.0429000280925,4023.4607390532733,2025-11-21T21:04:23.324363+09:00,2025-11-21T21:04:24.319029+09:00,1
192.168.0.101,192.168.0.106,80,56418,6,1,1763726663.330615,1763726664.373687,1.043071985244751,7,486,6.710946223292048,465.9314092171336,2025-11-21T21:04:23.330615+09:00,2025-11-21T21:04:24.373687+09:00,1
192.168.0.101,192.168.0.106,80,56430,6,1,1763726663.332195,1763726664.680833,1.3486380577087402,7,486,5.190421521911227,360.36355137840803,2025-11-21T21:04:23.332195+09:00,2025-11-21T21:04:24.680833+09:00,1
192.168.0.106,192.168.0.101,56440,80,6,1,1763726663.628227,1763726664.656174,1.027946949005127,8,648,7.782502791357669,630.3827260999711,2025-11-21T21:04:23.628227+09:00,2025-11-21T21:04:24.656174+09:00,1
192.168.0.106,192.168.0.101,56454,80,6,1,1763726663.635296,1763726664.522862,0.8875658512115479,9,709,10.140092690266071,798.8139685998494,2025-11-21T21:04:23.635296+09:00,2025-11-21T21:04:24.522862+09:00,1
192.168.0.101,192.168.0.106,80,56440,6,1,1763726663.758005,1763726664.782158,1.0241529941558838,6,432,5.858499691196289,421.8119777661328,2025-11-21T21:04:23.758005+09:00,2025-11-21T21:04:24.782158+09:00,1
192.168.0.101,192.168.0.106,80,56454,6,1,1763726663.758569,1763726664.52206,0.7634909152984619,8,3973,10.478186236011283,5203.729239459103,2025-11-21T21:04:23.758569+09:00,2025-11-21T21:04:24.522060+09:00,1
192.168.0.106,192.168.0.101,56466,80,6,1,1763726663.832846,1763726664.785443,0.9525971412658691,9,709,9.447855352620785,744.2810494453486,2025-11-21T21:04:23.832846+09:00,2025-11-21T21:04:24.785443+09:00,1
192.168.0.101,192.168.0.106,80,56466,6,1,1763726663.861285,1763726664.782444,0.921159029006958,8,3996,8.684711052145126,4338.01317054649,2025-11-21T21:04:23.861285+09:00,2025-11-21T21:04:24.782444+09:00,1
192.168.0.106,192.168.0.101,56470,80,6,1,1763726664.068712,1763726664.978764,0.9100520610809326,9,709,9.889544109498603,779.0763081816121,2025-11-21T21:04:24.068712+09:00,2025-11-21T21:04:24.978764+09:00,1
192.168.0.101,192.168.0.106,80,56470,6,1,1763726664.110429,1763726664.977477,0.8670480251312256,8,4024,9.226709211164192,4641.034733215588,2025-11-21T21:04:24.110429+09:00,2025-11-21T21:04:24.977477+09:00,1
192.168.0.106,192.168.0.101,56482,80,6,1,1763726664.242281,1763726664.979706,0.7374250888824463,8,648,10.848559563011136,878.733324603902,2025-11-21T21:04:24.242281+09:00,2025-11-21T21:04:24.979706+09:00,1
192.168.0.106,192.168.0.101,56484,80,6,1,1763726664.251397,1763726665.148331,0.8969340324401855,9,709,10.034182754237492,790.4706191949313,2025-11-21T21:04:24.251397+09:00,2025-11-21T21:04:25.148331+09:00,1
192.168.0.101,192.168.0.106,80,56482,6,1,1763726664.254896,1763726664.98761,0.7327141761779785,6,432,8.188731970899635,589.5887019047736,2025-11-21T21:04:24.254896+09:00,2025-11-21T21:04:24.987610+09:00,1
192.168.0.101,192.168.0.106,80,56484,6,1,1763726664.257444,1763726665.134981,0.8775370121002197,8,4009,9.116424594848148,4568.468275093278,2025-11-21T21:04:24.257444+09:00,2025-11-21T21:04:25.134981+09:00,1
192.168.0.106,192.168.0.101,56490,80,6,1,1763726664.333584,1763726665.148474,0.8148899078369141,8,648,9.81727706167771,795.1994419958945,2025-11-21T21:04:24.333584+09:00,2025-11-21T21:04:25.148474+09:00,1
192.168.0.101,192.168.0.106,80,56490,6,1,1763726664.373469,1763726665.170346,0.7968769073486328,7,486,8.784292699973431,609.8808931695839,2025-11-21T21:04:24.373469+09:00,2025-11-21T21:04:25.170346+09:00,1
192.168.0.106,192.168.0.101,56498,80,6,1,1763726664.435273,1763726665.323295,0.8880221843719482,8,648,9.008783947957317,729.7114997845426,2025-11-21T21:04:24.435273+09:00,2025-11-21T21:04:25.323295+09:00,1
192.168.0.101,192.168.0.106,80,56498,6,1,1763726664.443786,1763726665.378301,0.9345149993896484,7,486,7.490516476002898,520.0558581910584,2025-11-21T21:04:24.443786+09:00,2025-11-21T21:04:25.378301+09:00,1
192.168.0.106,192.168.0.101,56514,80,6,1,1763726664.470264,1763726665.318785,0.8485209941864014,9,709,10.606691009018096,835.5715472659812,2025-11-21T21:04:24.470264+09:00,2025-11-21T21:04:25.318785+09:00,1
192.168.0.101,192.168.0.106,80,56514,6,1,1763726664.476063,1763726665.317653,0.8415899276733398,7,4009,8.31759003978601,4763.602638500302,2025-11-21T21:04:24.476063+09:00,2025-11-21T21:04:25.317653+09:00,1
192.168.0.106,192.168.0.101,56528,80,6,1,1763726664.685042,1763726665.54918,0.864138126373291,9,709,10.415001636106695,820.4706844444052,2025-11-21T21:04:24.685042+09:00,2025-11-21T21:04:25.549180+09:00,1
192.168.0.101,192.168.0.106,80,56528,6,1,1763726664.782503,1763726665.546546,0.7640430927276611,7,3992,9.16178690263366,5224.8361879019385,2025-11-21T21:04:24.782503+09:00,2025-11-21T21:04:25.546546+09:00,1
192.168.0.106,192.168.0.101,56536,80,6,1,1763726664.870028,1763726665.784455,0.9144270420074463,9,709,9.842228615901663,775.3488987415866,2025-11-21T21:04:24.870028+09:00,2025-11-21T21:04:25.784455+09:00,1
192.168.0.106,192.168.0.101,56542,80,6,1,1763726664.878451,1763726665.59834,0.7198889255523682,8,648,11.11282548743423,900.1388644821726,2025-11-21T21:04:24.878451+09:00,2025-11-21T21:04:25.598340+09:00,1
192.168.0.101,192.168.0.106,80,56536,6,1,1763726664.884698,1763726665.783259,0.8985610008239746,8,4006,8.903123986756661,4458.239336368398,2025-11-21T21:04:24.884698+09:00,2025-11-21T21:04:25.783259+09:00,1
192.168.0.101,192.168.0.106,80,56542,6,1,1763726664.885142,1763726665.627569,0.742426872253418,6,432,8.081604026250785,581.8754898900565,2025-11-21T21:04:24.885142+09:00,2025-11-21T21:04:25.627569+09:00,1
192.168.0.106,192.168.0.101,56546,80,6,1,1763726665.082521,1763726665.785026,0.7025051116943359,8,648,11.387817493178394,922.4132169474499,2025-11-21T21:04:25.082521+09:00,2025-11-21T21:04:25.785026+09:00,1
192.168.0.106,192.168.0.101,56550,80,6,1,1763726665.084545,1763726665.943292,0.8587470054626465,9,709,10.480385891012553,825.6215107475444,2025-11-21T21:04:25.084545+09:00,2025-11-21T21:04:25.943292+09:00,1
192.168.0.101,192.168.0.106,80,56546,6,1,1763726665.085064,1763726665.806429,0.7213649749755859,6,432,8.317564905619468,598.8646732046018,2025-11-21T21:04:25.085064+09:00,2025-11-21T21:04:25.806429+09:00,1
192.168.0.101,192.168.0.106,80,56550,6,1,1763726665.089907,1763726665.940278,0.8503711223602295,8,4002,9.407657185954022,4706.1805072735,2025-11-21T21:04:25.089907+09:00,2025-11-21T21:04:25.940278+09:00,1
192.168.0.106,192.168.0.101,56558,80,6,1,1763726665.156533,1763726665.943436,0.786902904510498,8,648,10.166438520107498,823.4815201287074,2025-11-21T21:04:25.156533+09:00,2025-11-21T21:04:25.943436+09:00,1
192.168.0.101,192.168.0.106,80,56558,6,1,1763726665.170455,1763726666.000097,0.8296420574188232,7,486,8.437373608780577,585.7947962667658,2025-11-21T21:04:25.170455+09:00,2025-11-21T21:04:26.000097+09:00,1
192.168.0.106,192.168.0.101,56564,80,6,1,1763726665.270746,1763726666.188705,0.9179589748382568,9,709,9.804359722705241,772.3656714886685,2025-11-21T21:04:25.270746+09:00,2025-11-21T21:04:26.188705+09:00,1
192.168.0.101,192.168.0.106,80,56564,6,1,1763726665.31769,1763726666.186401,0.868710994720459,8,3992,9.20904656280344,4595.3142348389165,2025-11-21T21:04:25.317690+09:00,2025-11-21T21:04:26.186401+09:00,1
192.168.0.106,192.168.0.101,56576,80,6,1,1763726665.483277,1763726666.300484,0.817206859588623,8,648,9.789443035300941,792.9448858593762,2025-11-21T21:04:25.483277+09:00,2025-11-21T21:04:26.300484+09:00,1
192.168.0.106,192.168.0.101,56590,80,6,1,1763726665.487275,1763726666.30034,0.8130650520324707,9,709,11.069224999281577,872.0089471656264,2025-11-21T21:04:25.487275+09:00,2025-11-21T21:04:26.300340+09:00,1
192.168.0.101,192.168.0.106,80,56576,6,1,1763726665.546546,1763726666.319527,0.7729809284210205,6,432,7.762157874006397,558.8753669284606,2025-11-21T21:04:25.546546+09:00,2025-11-21T21:04:26.319527+09:00,1
192.168.0.101,192.168.0.106,80,56590,6,1,1763726665.546547,1763726666.292565,0.7460181713104248,8,4013,10.723599380893805,5379.225539440855,2025-11-21T21:04:25.546547+09:00,2025-11-21T21:04:26.292565+09:00,1
192.168.0.106,192.168.0.101,56604,80,6,1,1763726665.639833,1763726666.495768,0.8559350967407227,8,648,9.346503059008617,757.066747779698,2025-11-21T21:04:25.639833+09:00,2025-11-21T21:04:26.495768+09:00,1
192.168.0.101,192.168.0.106,80,56604,6,1,1763726665.647277,1763726666.513328,0.8660509586334229,7,486,8.082665263768758,561.1679025988024,2025-11-21T21:04:25.647277+09:00,2025-11-21T21:04:26.513328+09:00,1
192.168.0.106,192.168.0.101,56612,80,6,1,1763726665.670036,1763726666.483741,0.8137049674987793,9,709,11.060519917513593,871.3231801685708,2025-11-21T21:04:25.670036+09:00,2025-11-21T21:04:26.483741+09:00,1
192.168.0.101,192.168.0.106,80,56612,6,1,1763726665.673524,1763726666.482687,0.8091630935668945,8,4024,9.886758384808402,4973.039467558626,2025-11-21T21:04:25.673524+09:00,2025-11-21T21:04:26.482687+09:00,1
192.168.0.106,192.168.0.101,56616,80,6,1,1763726665.822545,1763726666.49587,0.6733250617980957,8,648,11.881334074564556,962.388060039729,2025-11-21T21:04:25.822545+09:00,2025-11-21T21:04:26.495870+09:00,1
192.168.0.101,192.168.0.106,80,56616,6,1,1763726665.831736,1763726666.513345,0.6816089153289795,6,432,8.802701762056753,633.7945268680862,2025-11-21T21:04:25.831736+09:00,2025-11-21T21:04:26.513345+09:00,1
192.168.0.106,192.168.0.101,56632,80,6,1,1763726665.885859,1763726666.659646,0.7737870216369629,9,709,11.631107460241848,916.2727988123856,2025-11-21T21:04:25.885859+09:00,2025-11-21T21:04:26.659646+09:00,1
192.168.0.101,192.168.0.106,80,56632,6,1,1763726665.940281,1763726666.65756,0.7172791957855225,8,3960,11.153258099503173,5520.862759254071,2025-11-21T21:04:25.940281+09:00,2025-11-21T21:04:26.657560+09:00,1
192.168.0.106,192.168.0.101,56642,80,6,1,1763726666.070796,1763726666.667974,0.5971779823303223,9,709,15.070883834129289,1187.2507375997407,2025-11-21T21:04:26.070796+09:00,2025-11-21T21:04:26.667974+09:00,1
192.168.0.101,192.168.0.106,80,56642,6,1,1763726666.081981,1763726666.667501,0.5855200290679932,8,3973,13.663068046936111,6785.421168809646,2025-11-21T21:04:26.081981+09:00,2025-11-21T21:04:26.667501+09:00,1
192.168.0.106,192.168.0.101,56644,80,6,1,1763726666.100279,1763726666.864962,0.7646830081939697,8,648,10.46185140022193,847.4099634179763,2025-11-21T21:04:26.100279+09:00,2025-11-21T21:04:26.864962+09:00,1
192.168.0.101,192.168.0.106,80,56644,6,1,1763726666.119115,1763726666.870939,0.751823902130127,7,486,9.31069094792949,646.427971527676,2025-11-21T21:04:26.119115+09:00,2025-11-21T21:04:26.870939+09:00,1
192.168.0.106,192.168.0.101,56658,80,6,1,1763726666.28598,1763726666.886436,0.6004559993743896,9,709,14.988608673036873,1180.7692832425714,2025-11-21T21:04:26.285980+09:00,2025-11-21T21:04:26.886436+09:00,1
192.168.0.106,192.168.0.101,56660,80,6,1,1763726666.287054,1763726667.065044,0.7779898643493652,8,648,10.282910313607259,832.9157354021879,2025-11-21T21:04:26.287054+09:00,2025-11-21T21:04:27.065044+09:00,1
192.168.0.101,192.168.0.106,80,56658,6,1,1763726666.292773,1763726666.885239,0.592465877532959,7,3935,11.815026426750777,6641.732712752044,2025-11-21T21:04:26.292773+09:00,2025-11-21T21:04:26.885239+09:00,1
192.168.0.101,192.168.0.106,80,56660,6,1,1763726666.307498,1763726667.072169,0.7646710872650146,7,486,9.154262684413471,635.5673806607067,2025-11-21T21:04:26.307498+09:00,2025-11-21T21:04:27.072169+09:00,1
192.168.0.106,192.168.0.101,56668,80,6,1,1763726666.445518,1763726667.061265,0.6157469749450684,8,648,12.992349659068468,1052.380322384546,2025-11-21T21:04:26.445518+09:00,2025-11-21T21:04:27.061265+09:00,1
192.168.0.101,192.168.0.106,80,56668,6,1,1763726666.4625,1763726667.068729,0.6062288284301758,6,432,9.897252850110984,712.6022052079909,2025-11-21T21:04:26.462500+09:00,2025-11-21T21:04:27.068729+09:00,1
192.168.0.106,192.168.0.101,56670,80,6,1,1763726666.470886,1763726667.074861,0.6039750576019287,9,709,14.901277605294375,1173.8895357948568,2025-11-21T21:04:26.470886+09:00,2025-11-21T21:04:27.074861+09:00,1
192.168.0.101,192.168.0.106,80,56670,6,1,1763726666.490347,1763726667.073559,0.58321213722229,7,3936,12.00249369524346,6748.830740639752,2025-11-21T21:04:26.490347+09:00,2025-11-21T21:04:27.073559+09:00,1
192.168.0.106,192.168.0.101,56676,80,6,1,1763726666.686118,1763726667.271366,0.5852479934692383,9,709,15.378096294956467,1211.4522525693483,2025-11-21T21:04:26.686118+09:00,2025-11-21T21:04:27.271366+09:00,1
192.168.0.101,192.168.0.106,80,56676,6,1,1763726666.694754,1763726667.270492,0.5757381916046143,8,4015,13.895204654920592,6973.655836188273,2025-11-21T21:04:26.694754+09:00,2025-11-21T21:04:27.270492+09:00,1
192.168.0.106,192.168.0.101,56690,80,6,1,1763726666.802294,1763726667.453986,0.6516919136047363,8,648,12.275739245787472,994.3348789087852,2025-11-21T21:04:26.802294+09:00,2025-11-21T21:04:27.453986+09:00,1
192.168.0.101,192.168.0.106,80,56690,6,1,1763726666.822705,1763726667.459425,0.6367199420928955,6,432,9.423295240727073,678.4772573323493,2025-11-21T21:04:26.822705+09:00,2025-11-21T21:04:27.459425+09:00,1
192.168.0.106,192.168.0.101,56706,80,6,1,1763726666.874043,1763726667.474468,0.6004250049591064,9,709,14.989382396912282,1180.8302354900898,2025-11-21T21:04:26.874043+09:00,2025-11-21T21:04:27.474468+09:00,1
192.168.0.101,192.168.0.106,80,56706,6,1,1763726666.884615,1763726667.473204,0.5885889530181885,8,3988,13.591828319198484,6775.526417120444,2025-11-21T21:04:26.884615+09:00,2025-11-21T21:04:27.473204+09:00,1
192.168.0.106,192.168.0.101,56720,80,6,1,1763726666.996008,1763726667.104303,0.10829496383666992,7,588,64.63827819876624,5429.615368696364,2025-11-21T21:04:26.996008+09:00,2025-11-21T21:04:27.104303+09:00,1
192.168.0.106,192.168.0.101,56718,80,6,1,1763726666.996008,1763726667.100665,0.10465717315673828,7,588,66.88504752098122,5618.343991762423,2025-11-21T21:04:26.996008+09:00,2025-11-21T21:04:27.100665+09:00,1
192.168.0.101,192.168.0.106,80,56720,6,1,1763726667.020362,1763726667.06292,0.04255819320678711,5,378,117.4861906309173,8881.956011697348,2025-11-21T21:04:27.020362+09:00,2025-11-21T21:04:27.062920+09:00,1
192.168.0.101,192.168.0.106,80,56718,6,1,1763726667.020421,1763726667.058449,0.03802800178527832,5,378,131.48205967360707,9940.043711324694,2025-11-21T21:04:27.020421+09:00,2025-11-21T21:04:27.058449+09:00,1
192.168.0.106,192.168.0.101,56734,80,6,1,1763726667.085525,1763726667.250691,0.16516590118408203,7,589,42.38162931825924,3566.1113812078133,2025-11-21T21:04:27.085525+09:00,2025-11-21T21:04:27.250691+09:00,1
192.168.0.101,192.168.0.106,80,56734,6,1,1763726667.087397,1763726667.249291,0.1618938446044922,6,3907,37.06132258862616,24133.097892293736,2025-11-21T21:04:27.087397+09:00,2025-11-21T21:04:27.249291+09:00,1
192.168.0.106,192.168.0.101,56746,80,6,1,1763726667.271366,1763726667.456992,0.18562602996826172,7,589,37.71022846955709,3173.046366938446,2025-11-21T21:04:27.271366+09:00,2025-11-21T21:04:27.456992+09:00,1
192.168.0.101,192.168.0.106,80,56746,6,1,1763726667.28616,1763726667.456242,0.17008209228515625,5,3837,29.397568743551787,22559.69425380164,2025-11-21T21:04:27.286160+09:00,2025-11-21T21:04:27.456242+09:00,1
192.168.0.106,192.168.0.101,56750,80,6,1,1763726667.367812,1763726667.494319,0.12650704383850098,7,588,55.33288730496467,4647.962533617033,2025-11-21T21:04:27.367812+09:00,2025-11-21T21:04:27.494319+09:00,1
192.168.0.101,192.168.0.106,80,56750,6,1,1763726667.382956,1763726667.452362,0.06940603256225586,5,378,72.03984748033389,5446.2124695132425,2025-11-21T21:04:27.382956+09:00,2025-11-21T21:04:27.452362+09:00,1
192.168.0.106,192.168.0.101,56760,80,6,1,1763726667.486426,1763726667.489391,0.0029649734497070312,3,349,1011.8134448375683,117707.63074943711,2025-11-21T21:04:27.486426+09:00,2025-11-21T21:04:27.489391+09:00,1
192.168.0.101,192.168.0.106,80,56760,6,1,1763726667.488375,1763726667.488375,1e-06,1,62,1000000.0,62000000.0,2025-11-21T21:04:27.488375+09:00,2025-11-21T21:04:27.488375+09:00,1
192.168.0.106,192.168.0.101,56774,80,6,2,1763726667.563226,1763726668.254337,0.6911110877990723,8,648,11.575563091422795,937.6206104052465,2025-11-21T21:04:27.563226+09:00,2025-11-21T21:04:28.254337+09:00,1
192.168.0.106,192.168.0.101,56790,80,6,2,1763726667.56662,1763726668.254166,0.6875457763671875,8,648,11.635588894560465,942.4827004593977,2025-11-21T21:04:27.566620+09:00,2025-11-21T21:04:28.254166+09:00,1
192.168.0.101,192.168.0.106,80,56774,6,2,1763726667.577134,1763726668.259781,0.6826469898223877,6,432,8.78931583886584,632.8307403983405,2025-11-21T21:04:27.577134+09:00,2025-11-21T21:04:28.259781+09:00,1
192.168.0.101,192.168.0.106,80,56790,6,2,1763726667.577151,1763726668.259764,0.6826128959655762,6,432,8.789754830976086,632.8623478302783,2025-11-21T21:04:27.577151+09:00,2025-11-21T21:04:28.259764+09:00,1
192.168.0.101,192.168.0.106,80,56760,6,2,1763726667.651225,1763726668.071358,0.4201328754425049,6,3911,14.281196142245477,9308.95968538701,2025-11-21T21:04:27.651225+09:00,2025-11-21T21:04:28.071358+09:00,1
192.168.0.106,192.168.0.101,56760,80,6,2,1763726667.652599,1763726668.071954,0.4193549156188965,6,360,14.307689683677658,858.4613810206595,2025-11-21T21:04:27.652599+09:00,2025-11-21T21:04:28.071954+09:00,1
192.168.0.106,192.168.0.101,56720,80,6,2,1763726667.655159,1763726667.655159,1e-06,1,60,1000000.0,60000000.0,2025-11-21T21:04:27.655159+09:00,2025-11-21T21:04:27.655159+09:00,1
192.168.0.106,192.168.0.101,56718,80,6,2,1763726667.660969,1763726667.660969,1e-06,1,60,1000000.0,60000000.0,2025-11-21T21:04:27.660969+09:00,2025-11-21T21:04:27.660969+09:00,1
192.168.0.101,192.168.0.106,80,56720,6,2,1763726667.663112,1763726667.663112,1e-06,1,54,1000000.0,54000000.0,2025-11-21T21:04:27.663112+09:00,2025-11-21T21:04:27.663112+09:00,1
192.168.0.101,192.168.0.106,80,56718,6,2,1763726667.663128,1763726667.663128,1e-06,1,54,1000000.0,54000000.0,2025-11-21T21:04:27.663128+09:00,2025-11-21T21:04:27.663128+09:00,1
192.168.0.106,192.168.0.101,56734,80,6,2,1763726667.664089,1763726667.670026,0.005937099456787109,2,120,336.8648301341258,20211.889808047545,2025-11-21T21:04:27.664089+09:00,2025-11-21T21:04:27.670026+09:00,1
192.168.0.101,192.168.0.106,80,56734,6,2,1763726667.667468,1763726667.669377,0.001909017562866211,2,108,1047.65929811415,56573.602098164105,2025-11-21T21:04:27.667468+09:00,2025-11-21T21:04:27.669377+09:00,1
192.168.0.106,192.168.0.101,56802,80,6,2,1763726667.671653,1763726668.265998,0.5943448543548584,9,709,15.142723848041388,1192.9101342512604,2025-11-21T21:04:27.671653+09:00,2025-11-21T21:04:28.265998+09:00,1
192.168.0.101,192.168.0.106,80,56802,6,2,1763726667.673939,1763726668.26427,0.5903310775756836,8,4020,13.55171750884885,6809.738048196547,2025-11-21T21:04:27.673939+09:00,2025-11-21T21:04:28.264270+09:00,1
192.168.0.106,192.168.0.101,56746,80,6,2,1763726667.846574,1763726667.856625,0.01005101203918457,2,120,198.98493725834382,11939.096235500629,2025-11-21T21:04:27.846574+09:00,2025-11-21T21:04:27.856625+09:00,1
192.168.0.101,192.168.0.106,80,56746,6,2,1763726667.851282,1763726667.853521,0.002239227294921875,2,108,893.1652470187394,48230.923339011926,2025-11-21T21:04:27.851282+09:00,2025-11-21T21:04:27.853521+09:00,1
192.168.0.106,192.168.0.101,56816,80,6,2,1763726667.888468,1763726670.255278,2.3668100833892822,9,709,3.8025864699342335,299.5593119092635,2025-11-21T21:04:27.888468+09:00,2025-11-21T21:04:30.255278+09:00,1
