src_ip,dst_ip,src_port,dst_port,proto,time_bucket,start_time,end_time,duration,packet_count,byte_count,pps,bps,label
192.168.0.106,192.168.0.101,56368,80,6,1,1763726662.804731,1763726663.830128,1.0253970623016357,9,709,8.777087755447964,691.4394687347341,1
192.168.0.106,192.168.0.101,56378,80,6,1,1763726662.804731,1763726663.93227,1.1275391578674316,8,648,7.095097269287551,574.7028788122917,1
192.168.0.101,192.168.0.106,80,56368,6,1,1763726662.808406,1763726663.758857,0.9504508972167969,8,4060,8.417057654873473,4271.656759848287,1
192.168.0.101,192.168.0.106,80,56378,6,1,1763726662.836307,1763726663.961124,1.12481689453125,7,486,6.223235118563134,432.0703239459547,1
192.168.0.106,192.168.0.101,56392,80,6,1,1763726662.911187,1763726663.931601,1.020414113998413,9,709,8.819948564543274,694.8159480290201,1
192.168.0.101,192.168.0.106,80,56392,6,1,1763726662.938919,1763726663.86161,0.9226908683776855,7,3951,7.586506206902967,4282.040860496232,1
192.168.0.106,192.168.0.101,56400,80,6,1,1763726663.218506,1763726664.247721,1.029214859008789,10,924,9.716144216602885,897.7717256141066,1
192.168.0.101,192.168.0.106,80,56400,6,1,1763726663.245839,1763726664.243121,0.9972817897796631,8,4016,8.021804952206637,4026.946086007732,1
192.168.0.106,192.168.0.101,56412,80,6,1,1763726663.315132,1763726664.32087,1.0057380199432373,9,709,8.948652453755253,704.9549544124972,1
192.168.0.106,192.168.0.101,56418,80,6,1,1763726663.315132,1763726664.348979,1.0338470935821533,7,588,6.770827178848914,568.7494830233087,1
192.168.0.106,192.168.0.101,56430,80,6,1,1763726663.315132,1763726664.546578,1.2314460277557373,8,648,6.4964276303523345,526.2106380585391,1
192.168.0.101,192.168.0.106,80,56412,6,1,1763726663.324363,1763726664.319029,0.9946660995483398,8,4002,8.0429000280925,4023.4607390532733,1
192.168.0.101,192.168.0.106,80,56418,6,1,1763726663.330615,1763726664.373687,1.043071985244751,7,486,6.710946223292048,465.9314092171336,1
192.168.0.101,192.168.0.106,80,56430,6,1,1763726663.332195,1763726664.680833,1.3486380577087402,7,486,5.190421521911227,360.36355137840803,1
192.168.0.106,192.168.0.101,56440,80,6,1,1763726663.628227,1763726664.656174,1.027946949005127,8,648,7.782502791357669,630.3827260999711,1
192.168.0.106,192.168.0.101,56454,80,6,1,1763726663.635296,1763726664.522862,0.8875658512115479,9,709,10.140092690266071,798.8139685998494,1
192.168.0.101,192.168.0.106,80,56440,6,1,1763726663.758005,1763726664.782158,1.0241529941558838,6,432,5.858499691196289,421.8119777661328,1
192.168.0.101,192.168.0.106,80,56454,6,1,1763726663.758569,1763726664.52206,0.7634909152984619,8,3973,10.478186236011283,5203.729239459103,1
192.168.0.106,192.168.0.101,56466,80,6,1,1763726663.832846,1763726664.785443,0.9525971412658691,9,709,9.447855352620785,744.2810494453486,1
192.168.0.101,192.168.0.106,80,56466,6,1,1763726663.861285,1763726664.782444,0.921159029006958,8,3996,8.684711052145126,4338.01317054649,1
192.168.0.106,192.168.0.101,56470,80,6,1,1763726664.068712,1763726664.978764,0.9100520610809326,9,709,9.889544109498603,779.0763081816121,1
192.168.0.101,192.168.0.106,80,56470,6,1,1763726664.110429,1763726664.977477,0.8670480251312256,8,4024,9.226709211164192,4641.034733215588,1
192.168.0.106,192.168.0.101,56482,80,6,1,1763726664.242281,1763726664.979706,0.7374250888824463,8,648,10.848559563011136,878.733324603902,1
192.168.0.106,192.168.0.101,56484,80,6,1,1763726664.251397,1763726665.148331,0.8969340324401855,9,709,10.034182754237492,790.4706191949313,1
192.168.0.101,192.168.0.106,80,56482,6,1,1763726664.254896,1763726664.98761,0.7327141761779785,6,432,8.188731970899635,589.5887019047736,1
192.168.0.101,192.168.0.106,80,56484,6,1,1763726664.257444,1763726665.134981,0.8775370121002197,8,4009,9.116424594848148,4568.468275093278,1
192.168.0.106,192.168.0.101,56490,80,6,1,1763726664.333584,1763726665.148474,0.8148899078369141,8,648,9.81727706167771,795.1994419958945,1
192.168.0.101,192.168.0.106,80,56490,6,1,1763726664.373469,1763726665.170346,0.7968769073486328,7,486,8.784292699973431,609.8808931695839,1
192.168.0.106,192.168.0.101,56498,80,6,1,1763726664.435273,1763726665.323295,0.8880221843719482,8,648,9.008783947957317,729.7114997845426,1
192.168.0.101,192.168.0.106,80,56498,6,1,1763726664.443786,1763726665.378301,0.9345149993896484,7,486,7.490516476002898,520.0558581910584,1
192.168.0.106,192.168.0.101,56514,80,6,1,1763726664.470264,1763726665.318785,0.8485209941864014,9,709,10.606691009018096,835.5715472659812,1
192.168.0.101,192.168.0.106,80,56514,6,1,1763726664.476063,1763726665.317653,0.8415899276733398,7,4009,8.31759003978601,4763.602638500302,1
192.168.0.106,192.168.0.101,56528,80,6,1,1763726664.685042,1763726665.54918,0.864138126373291,9,709,10.415001636106695,820.4706844444052,1
192.168.0.101,192.168.0.106,80,56528,6,1,1763726664.782503,1763726665.546546,0.7640430927276611,7,3992,9.16178690263366,5224.8361879019385,1
192.168.0.106,192.168.0.101,56536,80,6,1,1763726664.870028,1763726665.784455,0.9144270420074463,9,709,9.842228615901663,775.3488987415866,1
192.168.0.106,192.168.0.101,56542,80,6,1,1763726664.878451,1763726665.59834,0.7198889255523682,8,648,11.11282548743423,900.1388644821726,1
192.168.0.101,192.168.0.106,80,56536,6,1,1763726664.884698,1763726665.783259,0.8985610008239746,8,4006,8.903123986756661,4458.239336368398,1
192.168.0.101,192.168.0.106,80,56542,6,1,1763726664.885142,1763726665.627569,0.742426872253418,6,432,8.081604026250785,581.8754898900565,1
192.168.0.106,192.168.0.101,56546,80,6,1,1763726665.082521,1763726665.785026,0.7025051116943359,8,648,11.387817493178394,922.4132169474499,1
192.168.0.106,192.168.0.101,56550,80,6,1,1763726665.084545,1763726665.943292,0.8587470054626465,9,709,10.480385891012553,825.6215107475444,1
192.168.0.101,192.168.0.106,80,56546,6,1,1763726665.085064,1763726665.806429,0.7213649749755859,6,432,8.317564905619468,598.8646732046018,1
192.168.0.101,192.168.0.106,80,56550,6,1,1763726665.089907,1763726665.940278,0.8503711223602295,8,4002,9.407657185954022,4706.1805072735,1
192.168.0.106,192.168.0.101,56558,80,6,1,1763726665.156533,1763726665.943436,0.786902904510498,8,648,10.166438520107498,823.4815201287074,1
192.168.0.101,192.168.0.106,80,56558,6,1,1763726665.170455,1763726666.000097,0.8296420574188232,7,486,8.437373608780577,585.7947962667658,1
192.168.0.106,192.168.0.101,56564,80,6,1,1763726665.270746,1763726666.188705,0.9179589748382568,9,709,9.804359722705241,772.3656714886685,1
192.168.0.101,192.168.0.106,80,56564,6,1,1763726665.31769,1763726666.186401,0.868710994720459,8,3992,9.20904656280344,4595.3142348389165,1
192.168.0.106,192.168.0.101,56576,80,6,1,1763726665.483277,1763726666.300484,0.817206859588623,8,648,9.789443035300941,792.9448858593762,1
192.168.0.106,192.168.0.101,56590,80,6,1,1763726665.487275,1763726666.30034,0.8130650520324707,9,709,11.069224999281577,872.0089471656264,1
192.168.0.101,192.168.0.106,80,56576,6,1,1763726665.546546,1763726666.319527,0.7729809284210205,6,432,7.762157874006397,558.8753669284606,1
192.168.0.101,192.168.0.106,80,56590,6,1,1763726665.546547,1763726666.292565,0.7460181713104248,8,4013,10.723599380893805,5379.225539440855,1
192.168.0.106,192.168.0.101,56604,80,6,1,1763726665.639833,1763726666.495768,0.8559350967407227,8,648,9.346503059008617,757.066747779698,1
192.168.0.101,192.168.0.106,80,56604,6,1,1763726665.647277,1763726666.513328,0.8660509586334229,7,486,8.082665263768758,561.1679025988024,1
192.168.0.106,192.168.0.101,56612,80,6,1,1763726665.670036,1763726666.483741,0.8137049674987793,9,709,11.060519917513593,871.3231801685708,1
192.168.0.101,192.168.0.106,80,56612,6,1,1763726665.673524,1763726666.482687,0.8091630935668945,8,4024,9.886758384808402,4973.039467558626,1
192.168.0.106,192.168.0.101,56616,80,6,1,1763726665.822545,1763726666.49587,0.6733250617980957,8,648,11.881334074564556,962.388060039729,1
192.168.0.101,192.168.0.106,80,56616,6,1,1763726665.831736,1763726666.513345,0.6816089153289795,6,432,8.802701762056753,633.7945268680862,1
192.168.0.106,192.168.0.101,56632,80,6,1,1763726665.885859,1763726666.659646,0.7737870216369629,9,709,11.631107460241848,916.2727988123856,1
192.168.0.101,192.168.0.106,80,56632,6,1,1763726665.940281,1763726666.65756,0.7172791957855225,8,3960,11.153258099503173,5520.862759254071,1
192.168.0.106,192.168.0.101,56642,80,6,1,1763726666.070796,1763726666.667974,0.5971779823303223,9,709,15.070883834129289,1187.2507375997407,1
192.168.0.101,192.168.0.106,80,56642,6,1,1763726666.081981,1763726666.667501,0.5855200290679932,8,3973,13.663068046936111,6785.421168809646,1
192.168.0.106,192.168.0.101,56644,80,6,1,1763726666.100279,1763726666.864962,0.7646830081939697,8,648,10.46185140022193,847.4099634179763,1
192.168.0.101,192.168.0.106,80,56644,6,1,1763726666.119115,1763726666.870939,0.751823902130127,7,486,9.31069094792949,646.427971527676,1
192.168.0.106,192.168.0.101,56658,80,6,1,1763726666.28598,1763726666.886436,0.6004559993743896,9,709,14.988608673036873,1180.7692832425714,1
192.168.0.106,192.168.0.101,56660,80,6,1,1763726666.287054,1763726667.065044,0.7779898643493652,8,648,10.282910313607259,832.9157354021879,1
192.168.0.101,192.168.0.106,80,56658,6,1,1763726666.292773,1763726666.885239,0.592465877532959,7,3935,11.815026426750777,6641.732712752044,1
192.168.0.101,192.168.0.106,80,56660,6,1,1763726666.307498,1763726667.072169,0.7646710872650146,7,486,9.154262684413471,635.5673806607067,1
192.168.0.106,192.168.0.101,56668,80,6,1,1763726666.445518,1763726667.061265,0.6157469749450684,8,648,12.992349659068468,1052.380322384546,1
192.168.0.101,192.168.0.106,80,56668,6,1,1763726666.4625,1763726667.068729,0.6062288284301758,6,432,9.897252850110984,712.6022052079909,1
192.168.0.106,192.168.0.101,56670,80,6,1,1763726666.470886,1763726667.074861,0.6039750576019287,9,709,14.901277605294375,1173.8895357948568,1
192.168.0.101,192.168.0.106,80,56670,6,1,1763726666.490347,1763726667.073559,0.58321213722229,7,3936,12.00249369524346,6748.830740639752,1
192.168.0.106,192.168.0.101,56676,80,6,1,1763726666.686118,1763726667.271366,0.5852479934692383,9,709,15.378096294956467,1211.4522525693483,1
192.168.0.101,192.168.0.106,80,56676,6,1,1763726666.694754,1763726667.270492,0.5757381916046143,8,4015,13.895204654920592,6973.655836188273,1
192.168.0.106,192.168.0.101,56690,80,6,1,1763726666.802294,1763726667.453986,0.6516919136047363,8,648,12.275739245787472,994.3348789087852,1
192.168.0.101,192.168.0.106,80,56690,6,1,1763726666.822705,1763726667.459425,0.6367199420928955,6,432,9.423295240727073,678.4772573323493,1
192.168.0.106,192.168.0.101,56706,80,6,1,1763726666.874043,1763726667.474468,0.6004250049591064,9,709,14.989382396912282,1180.8302354900898,1
192.168.0.101,192.168.0.106,80,56706,6,1,1763726666.884615,1763726667.473204,0.5885889530181885,8,3988,13.591828319198484,6775.526417120444,1
192.168.0.106,192.168.0.101,56720,80,6,1,1763726666.996008,1763726667.104303,0.10829496383666992,7,588,64.63827819876624,5429.615368696364,1
192.168.0.106,192.168.0.101,56718,80,6,1,1763726666.996008,1763726667.100665,0.10465717315673828,7,588,66.88504752098122,5618.343991762423,1
192.168.0.101,192.168.0.106,80,56720,6,1,1763726667.020362,1763726667.06292,0.04255819320678711,5,378,117.4861906309173,8881.956011697348,1
192.168.0.101,192.168.0.106,80,56718,6,1,1763726667.020421,1763726667.058449,0.03802800178527832,5,378,131.48205967360707,9940.043711324694,1
192.168.0.106,192.168.0.101,56734,80,6,1,1763726667.085525,1763726667.250691,0.16516590118408203,7,589,42.38162931825924,3566.1113812078133,1
192.168.0.101,192.168.0.106,80,56734,6,1,1763726667.087397,1763726667.249291,0.1618938446044922,6,3907,37.06132258862616,24133.097892293736,1
192.168.0.106,192.168.0.101,56746,80,6,1,1763726667.271366,1763726667.456992,0.18562602996826172,7,589,37.71022846955709,3173.046366938446,1
192.168.0.101,192.168.0.106,80,56746,6,1,1763726667.28616,1763726667.456242,0.17008209228515625,5,3837,29.397568743551787,22559.69425380164,1
192.168.0.106,192.168.0.101,56750,80,6,1,1763726667.367812,1763726667.494319,0.12650704383850098,7,588,55.33288730496467,4647.962533617033,1
192.168.0.101,192.168.0.106,80,56750,6,1,1763726667.382956,1763726667.452362,0.06940603256225586,5,378,72.03984748033389,5446.2124695132425,1
192.168.0.106,192.168.0.101,56760,80,6,1,1763726667.486426,1763726667.489391,0.0029649734497070312,3,349,1011.8134448375683,117707.63074943711,1
192.168.0.101,192.168.0.106,80,56760,6,1,1763726667.488375,1763726667.488375,1e-06,1,62,1000000.0,62000000.0,1
192.168.0.106,192.168.0.101,56774,80,6,2,1763726667.563226,1763726668.254337,0.6911110877990723,8,648,11.575563091422795,937.6206104052465,1
192.168.0.106,192.168.0.101,56790,80,6,2,1763726667.56662,1763726668.254166,0.6875457763671875,8,648,11.635588894560465,942.4827004593977,1
192.168.0.101,192.168.0.106,80,56774,6,2,1763726667.577134,1763726668.259781,0.6826469898223877,6,432,8.78931583886584,632.8307403983405,1
192.168.0.101,192.168.0.106,80,56790,6,2,1763726667.577151,1763726668.259764,0.6826128959655762,6,432,8.789754830976086,632.8623478302783,1
192.168.0.101,192.168.0.106,80,56760,6,2,1763726667.651225,1763726668.071358,0.4201328754425049,6,3911,14.281196142245477,9308.95968538701,1
192.168.0.106,192.168.0.101,56760,80,6,2,1763726667.652599,1763726668.071954,0.4193549156188965,6,360,14.307689683677658,858.4613810206595,1
192.168.0.106,192.168.0.101,56720,80,6,2,1763726667.655159,1763726667.655159,1e-06,1,60,1000000.0,60000000.0,1
192.168.0.106,192.168.0.101,56718,80,6,2,1763726667.660969,1763726667.660969,1e-06,1,60,1000000.0,60000000.0,1
192.168.0.101,192.168.0.106,80,56720,6,2,1763726667.663112,1763726667.663112,1e-06,1,54,1000000.0,54000000.0,1
192.168.0.101,192.168.0.106,80,56718,6,2,1763726667.663128,1763726667.663128,1e-06,1,54,1000000.0,54000000.0,1
192.168.0.106,192.168.0.101,56734,80,6,2,1763726667.664089,1763726667.670026,0.005937099456787109,2,120,336.8648301341258,20211.889808047545,1
192.168.0.101,192.168.0.106,80,56734,6,2,1763726667.667468,1763726667.669377,0.001909017562866211,2,108,1047.65929811415,56573.602098164105,1
192.168.0.106,192.168.0.101,56802,80,6,2,1763726667.671653,1763726668.265998,0.5943448543548584,9,709,15.142723848041388,1192.9101342512604,1
192.168.0.101,192.168.0.106,80,56802,6,2,1763726667.673939,1763726668.26427,0.5903310775756836,8,4020,13.55171750884885,6809.738048196547,1
192.168.0.106,192.168.0.101,56746,80,6,2,1763726667.846574,1763726667.856625,0.01005101203918457,2,120,198.98493725834382,11939.096235500629,1
192.168.0.101,192.168.0.106,80,56746,6,2,1763726667.851282,1763726667.853521,0.002239227294921875,2,108,893.1652470187394,48230.923339011926,1
192.168.0.106,192.168.0.101,56816,80,6,2,1763726667.888468,1763726670.255278,2.3668100833892822,9,709,3.8025864699342335,299.5593119092635,1
192.168.0.101,192.168.0.106,80,56816,6,2,1763726667.890901,1763726670.254246,2.36334490776062,8,4005,3.3850327871018937,1694.6320390428855,1
192.168.0.106,192.168.0.101,56830,80,6,2,1763726667.95869,1763726668.661992,0.7033021450042725,8,648,11.374911987438061,921.3678709824829,1
192.168.0.101,192.168.0.106,80,56830,6,2,1763726667.964179,1763726668.664125,0.6999459266662598,6,432,8.572090745033869,617.1905336424385,1
192.168.0.106,192.168.0.101,56750,80,6,2,1763726668.062608,1763726668.062608,1e-06,1,60,1000000.0,60000000.0,1
192.168.0.101,192.168.0.106,80,56750,6,2,1763726668.067233,1763726668.067233,1e-06,1,54,1000000.0,54000000.0,1
192.168.0.106,192.168.0.101,56840,80,6,2,1763726668.071864,1763726668.669551,0.5976870059967041,9,709,15.058048626959158,1186.2396085015603,1
192.168.0.101,192.168.0.106,80,56840,6,2,1763726668.074584,1763726668.668125,0.5935409069061279,8,3980,13.478430731422607,6705.519288882748,1
192.168.0.106,192.168.0.101,56842,80,6,2,1763726668.158489,1763726668.78678,0.628291130065918,8,648,12.732950724866464,1031.3690087141836,1
192.168.0.101,192.168.0.106,80,56842,6,2,1763726668.16456,1763726668.798654,0.6340939998626709,7,486,11.039372713692334,766.4478769792106,1
192.168.0.106,192.168.0.101,56852,80,6,2,1763726668.165665,1763726668.786869,0.621204137802124,8,648,12.878214282835781,1043.1353569096982,1
192.168.0.101,192.168.0.106,80,56852,6,2,1763726668.207647,1763726668.798671,0.5910239219665527,6,432,10.151873345559018,730.9348808802494,1
192.168.0.106,192.168.0.101,56858,80,6,2,1763726668.287372,1763726670.503642,2.2162699699401855,10,775,4.512085682535277,349.686640396484,1
192.168.0.101,192.168.0.106,80,56858,6,2,1763726668.290909,1763726670.502981,2.2120718955993652,8,5439,3.6165189820073116,2458.780842892221,1
192.168.0.106,192.168.0.101,56860,80,6,2,1763726668.473837,1763726669.062054,0.58821702003479,9,709,15.300475323661487,1205.3374449417772,1
192.168.0.101,192.168.0.106,80,56860,6,2,1763726668.476832,1763726669.06108,0.5842480659484863,7,3971,11.981212104889016,6796.770466930611,1
192.168.0.106,192.168.0.101,56876,80,6,2,1763726668.565806,1763726669.179165,0.6133589744567871,8,648,13.042932985671383,1056.477571839382,1
192.168.0.101,192.168.0.106,80,56876,6,2,1763726668.571201,1763726669.186373,0.6151719093322754,6,432,9.75337122677231,702.2427283276064,1
192.168.0.106,192.168.0.101,56882,80,6,2,1763726668.758172,1763726669.449834,0.691662073135376,8,648,11.566341875209623,936.8736918919794,1
192.168.0.106,192.168.0.101,56896,80,6,2,1763726668.758172,1763726669.44994,0.6917679309844971,8,648,11.564571934716188,936.7303267120112,1
192.168.0.101,192.168.0.106,80,56882,6,2,1763726668.771714,1763726669.456608,0.6848940849304199,6,432,8.760478637524741,630.7544619017814,1
192.168.0.101,192.168.0.106,80,56896,6,2,1763726668.773303,1763726669.456624,0.6833209991455078,6,432,8.780646295815574,632.2065332987213,1
192.168.0.106,192.168.0.101,56904,80,6,2,1763726668.872698,1763726669.458596,0.5858979225158691,9,709,15.361037570083266,1210.108404132115,1
192.168.0.101,192.168.0.106,80,56904,6,2,1763726668.879427,1763726669.457811,0.5783841609954834,8,4010,13.83163741246101,6933.108252996081,1
192.168.0.106,192.168.0.101,56906,80,6,2,1763726669.163497,1763726669.848692,0.6851949691772461,8,648,11.675508957116353,945.7162255264245,1
192.168.0.101,192.168.0.106,80,56906,6,2,1763726669.169591,1763726669.863564,0.6939730644226074,6,432,8.645868705281899,622.5025467802966,1
192.168.0.106,192.168.0.101,56908,80,6,2,1763726669.273517,1763726669.875499,0.6019821166992188,9,709,14.950610242956541,1177.7758513617987,1
192.168.0.101,192.168.0.106,80,56908,6,2,1763726669.279322,1763726669.874691,0.5953691005706787,7,3920,11.757412323364271,6584.150901083992,1
192.168.0.106,192.168.0.101,56918,80,6,2,1763726669.284346,1763726669.972122,0.6877758502960205,8,648,11.631696571719957,942.1674223093165,1
192.168.0.101,192.168.0.106,80,56918,6,2,1763726669.286496,1763726669.987278,0.700782060623169,6,432,8.561863005831675,616.4541364198806,1
192.168.0.106,192.168.0.101,56930,80,6,2,1763726669.295296,1763726669.98892,0.6936240196228027,8,648,11.533625961151767,934.223702853293,1
192.168.0.101,192.168.0.106,80,56930,6,2,1763726669.29946,1763726669.994202,0.69474196434021,6,432,8.636299961667271,621.8135972400436,1
192.168.0.106,192.168.0.101,56946,80,6,2,1763726669.673805,1763726670.471482,0.7976770401000977,9,709,11.282761753893057,888.8308981677975,1
192.168.0.101,192.168.0.106,80,56946,6,2,1763726669.679442,1763726670.470209,0.7907669544219971,8,4042,10.116760640114908,5111.493313418057,1
192.168.0.106,192.168.0.101,56960,80,6,2,1763726669.691101,1763726670.47462,0.7835190296173096,8,648,10.21034550227504,827.0379856842782,1
192.168.0.101,192.168.0.106,80,56960,6,2,1763726669.696775,1763726670.488905,0.7921299934387207,7,486,8.83693340484717,613.5356621079607,1
192.168.0.106,192.168.0.101,56972,80,6,2,1763726669.952724,1763726670.703517,0.7507929801940918,8,648,10.655400637778838,863.0874516600859,1
192.168.0.106,192.168.0.101,56974,80,6,2,1763726669.952724,1763726670.703775,0.7510509490966797,8,648,10.651740750240625,862.7910007694906,1
192.168.0.101,192.168.0.106,80,56972,6,2,1763726669.959023,1763726670.721458,0.7624349594116211,7,486,9.181111009655135,637.4314215274851,1
192.168.0.101,192.168.0.106,80,56974,6,2,1763726669.967203,1763726670.721475,0.7542719841003418,6,432,7.954690252954976,572.7376982127583,1
192.168.0.106,192.168.0.101,56998,80,6,2,1763726670.074358,1763726670.828872,0.7545139789581299,9,709,11.928208424219845,939.6777525302078,1
192.168.0.101,192.168.0.106,80,56998,6,2,1763726670.089378,1763726670.827001,0.7376229763031006,8,3973,10.845649141917018,5386.220505104539,1
192.168.0.106,192.168.0.101,57008,80,6,2,1763726670.224703,1763726670.850369,0.6256659030914307,9,709,14.384673921865932,1133.1926456225494,1
192.168.0.101,192.168.0.106,80,57008,6,2,1763726670.227611,1763726670.849025,0.6214139461517334,7,3980,11.264632928419632,6404.748436444305,1
192.168.0.106,192.168.0.101,57016,80,6,2,1763726670.350401,1763726671.107561,0.7571601867675781,8,648,10.565795903972592,855.82946822178,1
192.168.0.101,192.168.0.106,80,57016,6,2,1763726670.411604,1763726671.113485,0.7018811702728271,6,432,8.548455570716834,615.488801091612,1
192.168.0.106,192.168.0.101,57020,80,6,2,1763726670.474724,1763726671.236074,0.7613499164581299,9,709,11.821108540825525,931.2406617161442,1
192.168.0.106,192.168.0.101,57024,80,6,2,1763726670.474724,1763726671.237706,0.7629818916320801,8,648,10.485176762042611,849.2993177254515,1
192.168.0.101,192.168.0.106,80,57020,6,2,1763726670.488993,1763726671.234909,0.7459161281585693,7,3909,9.384433096091893,5240.5355675176015,1
192.168.0.101,192.168.0.106,80,57024,6,2,1763726670.488994,1763726671.274077,0.7850830554962158,6,432,7.642503500738108,550.2602520531437,1
192.168.0.106,192.168.0.101,57028,80,6,2,1763726670.492429,1763726671.238304,0.7458748817443848,8,648,10.725659484993413,868.7784182844664,1
192.168.0.101,192.168.0.106,80,57028,6,2,1763726670.502997,1763726671.274078,0.7710809707641602,6,432,7.7812839733988675,560.2524460847185,1
192.168.0.106,192.168.0.101,57032,80,6,2,1763726670.626201,1763726671.307891,0.681689977645874,9,709,13.20248249956719,1040.0622324659041,1
192.168.0.101,192.168.0.106,80,57032,6,2,1763726670.632246,1763726671.304965,0.6727190017700195,8,4089,11.892038100530623,6078.317974133714,1
192.168.0.106,192.168.0.101,57036,80,6,2,1763726670.873792,1763726671.645875,0.772083044052124,9,709,11.656777168379833,918.2950013757002,1
192.168.0.101,192.168.0.106,80,57036,6,2,1763726670.904219,1763726671.644867,0.7406480312347412,8,4032,10.801351873795069,5443.881344392714,1
192.168.0.106,192.168.0.101,57052,80,6,2,1763726670.975647,1763726671.647311,0.6716639995574951,8,648,11.910717271240607,964.7680989704891,1
192.168.0.101,192.168.0.106,80,57052,6,2,1763726670.988908,1763726671.666574,0.6776659488677979,6,432,8.853919855386605,637.4822295878356,1
192.168.0.106,192.168.0.101,57056,80,6,2,1763726671.026921,1763726673.234201,2.207279920578003,10,775,4.530462995097323,351.1108821200425,1
192.168.0.101,192.168.0.106,80,57056,6,2,1763726671.041355,1763726673.233651,2.192296028137207,9,4735,4.105285000058727,2159.8360528086746,1
192.168.0.106,192.168.0.101,57084,80,6,2,1763726671.20981,1763726671.868442,0.6586320400238037,8,648,12.146387533334805,983.8573902001192,1
192.168.0.106,192.168.0.101,57070,80,6,2,1763726671.20981,1763726671.868203,0.6583929061889648,8,648,12.150799203331523,984.2147354698534,1
192.168.0.101,192.168.0.106,80,57084,6,2,1763726671.216369,1763726671.878851,0.6624820232391357,6,432,9.056849528782132,652.0931660723135,1
192.168.0.101,192.168.0.106,80,57070,6,2,1763726671.219701,1763726671.878834,0.6591329574584961,6,432,9.102867535458966,655.4064625530456,1
192.168.0.106,192.168.0.101,57092,80,6,2,1763726671.274649,1763726671.882232,0.6075830459594727,9,709,14.812789889137761,1166.918670155408,1
192.168.0.101,192.168.0.106,80,57092,6,2,1763726671.30493,1763726671.881617,0.5766870975494385,8,4015,13.87234088294159,6962.18108062631,1
192.168.0.106,192.168.0.101,57094,80,6,2,1763726671.425866,1763726673.418111,1.9922451972961426,10,775,5.019462470569341,389.00834146912393,1
192.168.0.101,192.168.0.106,80,57094,6,2,1763726671.43953,1763726673.416814,1.9772841930389404,9,5561,4.551697743644864,2812.4434613787876,1
192.168.0.106,192.168.0.101,57110,80,6,2,1763726671.608234,1763726672.246741,0.6385071277618408,7,588,10.963072604274759,920.8980987590797,1
192.168.0.101,192.168.0.106,80,57110,6,2,1763726671.63132,1763726672.256663,0.6253430843353271,6,432,9.594733115786127,690.8207843366012,1
192.168.0.106,192.168.0.101,57126,80,6,2,1763726671.675999,1763726672.266465,0.5904660224914551,9,709,15.242197954125707,1200.746483275014,1
